station,sample,split,timestamp,value,hasrain,text
USW00012844,4,input,2017-01-21 08:00:00,19.066666666666666,False,"The following events were reported: Tornado. These occurred near station USW00012844, approximately 20.9778 km away, between 2017-01-23 01:25:00 and 2017-01-23 01:49:00.Thankfully, no injuries or fatalities were reported. The events caused property damage valued at 1000000.0 and crop damage of 0.0. Episode Narrative: A strong squall line intensified well ahead of a cold front over the eastern Gulf of Mexico during the early morning hours of January 23rd. The line produced tornadoes in Palm Beach and Miami-Dade counties. In addition to the tornadoes, straight line wind gusts of 60 mph or greater occurred in Broward and Miami-Dade counties. An estimated 40,000 to 50,000 customers lost power in South Florida. A strong squall line intensified well ahead of a cold front over the eastern Gulf of Mexico during the early morning hours of January 23rd. Event Narrative: Tornado damage was first noted in the Mirabella neighborhood of Palm Beach Gardens west of Florida Turnpike between PGA Boulevard and Donald Ross Road, then followed a somewhat discontinuous path ENE across Palm Beach Gardens to Juno Beach where it moved offshore at the Juno Beach Pier. ||EF-1 damage (winds around 90 mph) was concentrated mainly in the Mirabella neighborhood and east of I-95 at The Benjamin School. A few homes had tiles removed in Mirabella, causing broken windows from flying debris. At The Benjamin School Upper Campus, a full set of metal bleachers was blown across a football field for at least 50 yards, with some of the pieces of the bleachers landing in an adjacent wooded area well over 100 yards away. Debris from this location ended up as far away as Dwyer High School about 500 yards east from the original location. At Dwyer High School, the tornadic winds as well as flying debris broke windows, damaged a softball field and caused a small hole in the ceiling over a classroom in the school's main building.||Most of the remainder of the damage along the path was rated EF-0 (winds 65 to 85 mph) and consisted mainly of broken tree branches, uprooted trees and minor roof and fence damage. Areas of concentrated damage were in the Evergrene Community, along Donald Ross Road just east of Old Dixie Highway, and at the Juno Beach Condo mobile home park where 8 units sustained damage. The tornado moved offshore at the Juno Beach Pier around 149 AM where a wind gust of 87 mph was recorded at Juno Beach Pier at 150 AM EDT. The roof was lifted off of one lifeguard stand near the pier, and wood railings were damaged at the north side of the pier. ||Estimate of damage at Dwyer High School is between $500,000 and $1 million, with damage estimates not received from other locations. Pictures were received of damage consistent with a tornado in The Acreage. First indication of damage and probable touchdown was near 180th Avenue North and 76th Street North, with a ENE path to Mandarin Boulevard and 78th Road North where borderline EF-1 damage to trees was noted. From Mandarin Boulevard, a break in the damage was observed for over a mile, with damage once again seen at Seminole Pratt Whitney Road and 84th Court North. Damage continued to Hall Boulevard and 85th Road North where the tornado likely lifted.||Damage was to trees and fences along the path. Almost all of the damage was EF-0 (70-80 mph), with one or two spots of EF-1 damage (85-90 mph winds)."
USW00012844,4,input,2017-01-21 09:00:00,18.6,False,"The following events were reported: Tornado. These occurred near station USW00012844, approximately 20.9778 km away, between 2017-01-23 01:25:00 and 2017-01-23 01:49:00.Thankfully, no injuries or fatalities were reported. The events caused property damage valued at 1000000.0 and crop damage of 0.0. Episode Narrative: A strong squall line intensified well ahead of a cold front over the eastern Gulf of Mexico during the early morning hours of January 23rd. The line produced tornadoes in Palm Beach and Miami-Dade counties. In addition to the tornadoes, straight line wind gusts of 60 mph or greater occurred in Broward and Miami-Dade counties. An estimated 40,000 to 50,000 customers lost power in South Florida. A strong squall line intensified well ahead of a cold front over the eastern Gulf of Mexico during the early morning hours of January 23rd. Event Narrative: Tornado damage was first noted in the Mirabella neighborhood of Palm Beach Gardens west of Florida Turnpike between PGA Boulevard and Donald Ross Road, then followed a somewhat discontinuous path ENE across Palm Beach Gardens to Juno Beach where it moved offshore at the Juno Beach Pier. ||EF-1 damage (winds around 90 mph) was concentrated mainly in the Mirabella neighborhood and east of I-95 at The Benjamin School. A few homes had tiles removed in Mirabella, causing broken windows from flying debris. At The Benjamin School Upper Campus, a full set of metal bleachers was blown across a football field for at least 50 yards, with some of the pieces of the bleachers landing in an adjacent wooded area well over 100 yards away. Debris from this location ended up as far away as Dwyer High School about 500 yards east from the original location. At Dwyer High School, the tornadic winds as well as flying debris broke windows, damaged a softball field and caused a small hole in the ceiling over a classroom in the school's main building.||Most of the remainder of the damage along the path was rated EF-0 (winds 65 to 85 mph) and consisted mainly of broken tree branches, uprooted trees and minor roof and fence damage. Areas of concentrated damage were in the Evergrene Community, along Donald Ross Road just east of Old Dixie Highway, and at the Juno Beach Condo mobile home park where 8 units sustained damage. The tornado moved offshore at the Juno Beach Pier around 149 AM where a wind gust of 87 mph was recorded at Juno Beach Pier at 150 AM EDT. The roof was lifted off of one lifeguard stand near the pier, and wood railings were damaged at the north side of the pier. ||Estimate of damage at Dwyer High School is between $500,000 and $1 million, with damage estimates not received from other locations. Pictures were received of damage consistent with a tornado in The Acreage. First indication of damage and probable touchdown was near 180th Avenue North and 76th Street North, with a ENE path to Mandarin Boulevard and 78th Road North where borderline EF-1 damage to trees was noted. From Mandarin Boulevard, a break in the damage was observed for over a mile, with damage once again seen at Seminole Pratt Whitney Road and 84th Court North. Damage continued to Hall Boulevard and 85th Road North where the tornado likely lifted.||Damage was to trees and fences along the path. Almost all of the damage was EF-0 (70-80 mph), with one or two spots of EF-1 damage (85-90 mph winds)."
USW00012844,4,input,2017-01-21 10:00:00,18.133333333333333,False,"The following events were reported: Tornado. These occurred near station USW00012844, approximately 20.9778 km away, between 2017-01-23 01:25:00 and 2017-01-23 01:49:00.Thankfully, no injuries or fatalities were reported. The events caused property damage valued at 1000000.0 and crop damage of 0.0. Episode Narrative: A strong squall line intensified well ahead of a cold front over the eastern Gulf of Mexico during the early morning hours of January 23rd. The line produced tornadoes in Palm Beach and Miami-Dade counties. In addition to the tornadoes, straight line wind gusts of 60 mph or greater occurred in Broward and Miami-Dade counties. An estimated 40,000 to 50,000 customers lost power in South Florida. A strong squall line intensified well ahead of a cold front over the eastern Gulf of Mexico during the early morning hours of January 23rd. Event Narrative: Tornado damage was first noted in the Mirabella neighborhood of Palm Beach Gardens west of Florida Turnpike between PGA Boulevard and Donald Ross Road, then followed a somewhat discontinuous path ENE across Palm Beach Gardens to Juno Beach where it moved offshore at the Juno Beach Pier. ||EF-1 damage (winds around 90 mph) was concentrated mainly in the Mirabella neighborhood and east of I-95 at The Benjamin School. A few homes had tiles removed in Mirabella, causing broken windows from flying debris. At The Benjamin School Upper Campus, a full set of metal bleachers was blown across a football field for at least 50 yards, with some of the pieces of the bleachers landing in an adjacent wooded area well over 100 yards away. Debris from this location ended up as far away as Dwyer High School about 500 yards east from the original location. At Dwyer High School, the tornadic winds as well as flying debris broke windows, damaged a softball field and caused a small hole in the ceiling over a classroom in the school's main building.||Most of the remainder of the damage along the path was rated EF-0 (winds 65 to 85 mph) and consisted mainly of broken tree branches, uprooted trees and minor roof and fence damage. Areas of concentrated damage were in the Evergrene Community, along Donald Ross Road just east of Old Dixie Highway, and at the Juno Beach Condo mobile home park where 8 units sustained damage. The tornado moved offshore at the Juno Beach Pier around 149 AM where a wind gust of 87 mph was recorded at Juno Beach Pier at 150 AM EDT. The roof was lifted off of one lifeguard stand near the pier, and wood railings were damaged at the north side of the pier. ||Estimate of damage at Dwyer High School is between $500,000 and $1 million, with damage estimates not received from other locations. Pictures were received of damage consistent with a tornado in The Acreage. First indication of damage and probable touchdown was near 180th Avenue North and 76th Street North, with a ENE path to Mandarin Boulevard and 78th Road North where borderline EF-1 damage to trees was noted. From Mandarin Boulevard, a break in the damage was observed for over a mile, with damage once again seen at Seminole Pratt Whitney Road and 84th Court North. Damage continued to Hall Boulevard and 85th Road North where the tornado likely lifted.||Damage was to trees and fences along the path. Almost all of the damage was EF-0 (70-80 mph), with one or two spots of EF-1 damage (85-90 mph winds)."
USW00012844,4,input,2017-01-21 11:00:00,17.666666666666664,False,"The following events were reported: Tornado. These occurred near station USW00012844, approximately 20.9778 km away, between 2017-01-23 01:25:00 and 2017-01-23 01:49:00.Thankfully, no injuries or fatalities were reported. The events caused property damage valued at 1000000.0 and crop damage of 0.0. Episode Narrative: A strong squall line intensified well ahead of a cold front over the eastern Gulf of Mexico during the early morning hours of January 23rd. The line produced tornadoes in Palm Beach and Miami-Dade counties. In addition to the tornadoes, straight line wind gusts of 60 mph or greater occurred in Broward and Miami-Dade counties. An estimated 40,000 to 50,000 customers lost power in South Florida. A strong squall line intensified well ahead of a cold front over the eastern Gulf of Mexico during the early morning hours of January 23rd. Event Narrative: Tornado damage was first noted in the Mirabella neighborhood of Palm Beach Gardens west of Florida Turnpike between PGA Boulevard and Donald Ross Road, then followed a somewhat discontinuous path ENE across Palm Beach Gardens to Juno Beach where it moved offshore at the Juno Beach Pier. ||EF-1 damage (winds around 90 mph) was concentrated mainly in the Mirabella neighborhood and east of I-95 at The Benjamin School. A few homes had tiles removed in Mirabella, causing broken windows from flying debris. At The Benjamin School Upper Campus, a full set of metal bleachers was blown across a football field for at least 50 yards, with some of the pieces of the bleachers landing in an adjacent wooded area well over 100 yards away. Debris from this location ended up as far away as Dwyer High School about 500 yards east from the original location. At Dwyer High School, the tornadic winds as well as flying debris broke windows, damaged a softball field and caused a small hole in the ceiling over a classroom in the school's main building.||Most of the remainder of the damage along the path was rated EF-0 (winds 65 to 85 mph) and consisted mainly of broken tree branches, uprooted trees and minor roof and fence damage. Areas of concentrated damage were in the Evergrene Community, along Donald Ross Road just east of Old Dixie Highway, and at the Juno Beach Condo mobile home park where 8 units sustained damage. The tornado moved offshore at the Juno Beach Pier around 149 AM where a wind gust of 87 mph was recorded at Juno Beach Pier at 150 AM EDT. The roof was lifted off of one lifeguard stand near the pier, and wood railings were damaged at the north side of the pier. ||Estimate of damage at Dwyer High School is between $500,000 and $1 million, with damage estimates not received from other locations. Pictures were received of damage consistent with a tornado in The Acreage. First indication of damage and probable touchdown was near 180th Avenue North and 76th Street North, with a ENE path to Mandarin Boulevard and 78th Road North where borderline EF-1 damage to trees was noted. From Mandarin Boulevard, a break in the damage was observed for over a mile, with damage once again seen at Seminole Pratt Whitney Road and 84th Court North. Damage continued to Hall Boulevard and 85th Road North where the tornado likely lifted.||Damage was to trees and fences along the path. Almost all of the damage was EF-0 (70-80 mph), with one or two spots of EF-1 damage (85-90 mph winds)."
USW00012844,4,input,2017-01-21 12:00:00,17.2,False,"The following events were reported: Tornado. These occurred near station USW00012844, approximately 20.9778 km away, between 2017-01-23 01:25:00 and 2017-01-23 01:49:00.Thankfully, no injuries or fatalities were reported. The events caused property damage valued at 1000000.0 and crop damage of 0.0. Episode Narrative: A strong squall line intensified well ahead of a cold front over the eastern Gulf of Mexico during the early morning hours of January 23rd. The line produced tornadoes in Palm Beach and Miami-Dade counties. In addition to the tornadoes, straight line wind gusts of 60 mph or greater occurred in Broward and Miami-Dade counties. An estimated 40,000 to 50,000 customers lost power in South Florida. A strong squall line intensified well ahead of a cold front over the eastern Gulf of Mexico during the early morning hours of January 23rd. Event Narrative: Tornado damage was first noted in the Mirabella neighborhood of Palm Beach Gardens west of Florida Turnpike between PGA Boulevard and Donald Ross Road, then followed a somewhat discontinuous path ENE across Palm Beach Gardens to Juno Beach where it moved offshore at the Juno Beach Pier. ||EF-1 damage (winds around 90 mph) was concentrated mainly in the Mirabella neighborhood and east of I-95 at The Benjamin School. A few homes had tiles removed in Mirabella, causing broken windows from flying debris. At The Benjamin School Upper Campus, a full set of metal bleachers was blown across a football field for at least 50 yards, with some of the pieces of the bleachers landing in an adjacent wooded area well over 100 yards away. Debris from this location ended up as far away as Dwyer High School about 500 yards east from the original location. At Dwyer High School, the tornadic winds as well as flying debris broke windows, damaged a softball field and caused a small hole in the ceiling over a classroom in the school's main building.||Most of the remainder of the damage along the path was rated EF-0 (winds 65 to 85 mph) and consisted mainly of broken tree branches, uprooted trees and minor roof and fence damage. Areas of concentrated damage were in the Evergrene Community, along Donald Ross Road just east of Old Dixie Highway, and at the Juno Beach Condo mobile home park where 8 units sustained damage. The tornado moved offshore at the Juno Beach Pier around 149 AM where a wind gust of 87 mph was recorded at Juno Beach Pier at 150 AM EDT. The roof was lifted off of one lifeguard stand near the pier, and wood railings were damaged at the north side of the pier. ||Estimate of damage at Dwyer High School is between $500,000 and $1 million, with damage estimates not received from other locations. Pictures were received of damage consistent with a tornado in The Acreage. First indication of damage and probable touchdown was near 180th Avenue North and 76th Street North, with a ENE path to Mandarin Boulevard and 78th Road North where borderline EF-1 damage to trees was noted. From Mandarin Boulevard, a break in the damage was observed for over a mile, with damage once again seen at Seminole Pratt Whitney Road and 84th Court North. Damage continued to Hall Boulevard and 85th Road North where the tornado likely lifted.||Damage was to trees and fences along the path. Almost all of the damage was EF-0 (70-80 mph), with one or two spots of EF-1 damage (85-90 mph winds)."
USW00012844,4,input,2017-01-21 13:00:00,18.78333333333333,False,"The following events were reported: Tornado. These occurred near station USW00012844, approximately 20.9778 km away, between 2017-01-23 01:25:00 and 2017-01-23 01:49:00.Thankfully, no injuries or fatalities were reported. The events caused property damage valued at 1000000.0 and crop damage of 0.0. Episode Narrative: A strong squall line intensified well ahead of a cold front over the eastern Gulf of Mexico during the early morning hours of January 23rd. The line produced tornadoes in Palm Beach and Miami-Dade counties. In addition to the tornadoes, straight line wind gusts of 60 mph or greater occurred in Broward and Miami-Dade counties. An estimated 40,000 to 50,000 customers lost power in South Florida. A strong squall line intensified well ahead of a cold front over the eastern Gulf of Mexico during the early morning hours of January 23rd. Event Narrative: Tornado damage was first noted in the Mirabella neighborhood of Palm Beach Gardens west of Florida Turnpike between PGA Boulevard and Donald Ross Road, then followed a somewhat discontinuous path ENE across Palm Beach Gardens to Juno Beach where it moved offshore at the Juno Beach Pier. ||EF-1 damage (winds around 90 mph) was concentrated mainly in the Mirabella neighborhood and east of I-95 at The Benjamin School. A few homes had tiles removed in Mirabella, causing broken windows from flying debris. At The Benjamin School Upper Campus, a full set of metal bleachers was blown across a football field for at least 50 yards, with some of the pieces of the bleachers landing in an adjacent wooded area well over 100 yards away. Debris from this location ended up as far away as Dwyer High School about 500 yards east from the original location. At Dwyer High School, the tornadic winds as well as flying debris broke windows, damaged a softball field and caused a small hole in the ceiling over a classroom in the school's main building.||Most of the remainder of the damage along the path was rated EF-0 (winds 65 to 85 mph) and consisted mainly of broken tree branches, uprooted trees and minor roof and fence damage. Areas of concentrated damage were in the Evergrene Community, along Donald Ross Road just east of Old Dixie Highway, and at the Juno Beach Condo mobile home park where 8 units sustained damage. The tornado moved offshore at the Juno Beach Pier around 149 AM where a wind gust of 87 mph was recorded at Juno Beach Pier at 150 AM EDT. The roof was lifted off of one lifeguard stand near the pier, and wood railings were damaged at the north side of the pier. ||Estimate of damage at Dwyer High School is between $500,000 and $1 million, with damage estimates not received from other locations. Pictures were received of damage consistent with a tornado in The Acreage. First indication of damage and probable touchdown was near 180th Avenue North and 76th Street North, with a ENE path to Mandarin Boulevard and 78th Road North where borderline EF-1 damage to trees was noted. From Mandarin Boulevard, a break in the damage was observed for over a mile, with damage once again seen at Seminole Pratt Whitney Road and 84th Court North. Damage continued to Hall Boulevard and 85th Road North where the tornado likely lifted.||Damage was to trees and fences along the path. Almost all of the damage was EF-0 (70-80 mph), with one or two spots of EF-1 damage (85-90 mph winds)."
USW00012844,4,input,2017-01-21 14:00:00,20.366666666666667,False,"The following events were reported: Tornado. These occurred near station USW00012844, approximately 20.9778 km away, between 2017-01-23 01:25:00 and 2017-01-23 01:49:00.Thankfully, no injuries or fatalities were reported. The events caused property damage valued at 1000000.0 and crop damage of 0.0. Episode Narrative: A strong squall line intensified well ahead of a cold front over the eastern Gulf of Mexico during the early morning hours of January 23rd. The line produced tornadoes in Palm Beach and Miami-Dade counties. In addition to the tornadoes, straight line wind gusts of 60 mph or greater occurred in Broward and Miami-Dade counties. An estimated 40,000 to 50,000 customers lost power in South Florida. A strong squall line intensified well ahead of a cold front over the eastern Gulf of Mexico during the early morning hours of January 23rd. Event Narrative: Tornado damage was first noted in the Mirabella neighborhood of Palm Beach Gardens west of Florida Turnpike between PGA Boulevard and Donald Ross Road, then followed a somewhat discontinuous path ENE across Palm Beach Gardens to Juno Beach where it moved offshore at the Juno Beach Pier. ||EF-1 damage (winds around 90 mph) was concentrated mainly in the Mirabella neighborhood and east of I-95 at The Benjamin School. A few homes had tiles removed in Mirabella, causing broken windows from flying debris. At The Benjamin School Upper Campus, a full set of metal bleachers was blown across a football field for at least 50 yards, with some of the pieces of the bleachers landing in an adjacent wooded area well over 100 yards away. Debris from this location ended up as far away as Dwyer High School about 500 yards east from the original location. At Dwyer High School, the tornadic winds as well as flying debris broke windows, damaged a softball field and caused a small hole in the ceiling over a classroom in the school's main building.||Most of the remainder of the damage along the path was rated EF-0 (winds 65 to 85 mph) and consisted mainly of broken tree branches, uprooted trees and minor roof and fence damage. Areas of concentrated damage were in the Evergrene Community, along Donald Ross Road just east of Old Dixie Highway, and at the Juno Beach Condo mobile home park where 8 units sustained damage. The tornado moved offshore at the Juno Beach Pier around 149 AM where a wind gust of 87 mph was recorded at Juno Beach Pier at 150 AM EDT. The roof was lifted off of one lifeguard stand near the pier, and wood railings were damaged at the north side of the pier. ||Estimate of damage at Dwyer High School is between $500,000 and $1 million, with damage estimates not received from other locations. Pictures were received of damage consistent with a tornado in The Acreage. First indication of damage and probable touchdown was near 180th Avenue North and 76th Street North, with a ENE path to Mandarin Boulevard and 78th Road North where borderline EF-1 damage to trees was noted. From Mandarin Boulevard, a break in the damage was observed for over a mile, with damage once again seen at Seminole Pratt Whitney Road and 84th Court North. Damage continued to Hall Boulevard and 85th Road North where the tornado likely lifted.||Damage was to trees and fences along the path. Almost all of the damage was EF-0 (70-80 mph), with one or two spots of EF-1 damage (85-90 mph winds)."
USW00012844,4,input,2017-01-21 15:00:00,21.95,False,"The following events were reported: Tornado. These occurred near station USW00012844, approximately 20.9778 km away, between 2017-01-23 01:25:00 and 2017-01-23 01:49:00.Thankfully, no injuries or fatalities were reported. The events caused property damage valued at 1000000.0 and crop damage of 0.0. Episode Narrative: A strong squall line intensified well ahead of a cold front over the eastern Gulf of Mexico during the early morning hours of January 23rd. The line produced tornadoes in Palm Beach and Miami-Dade counties. In addition to the tornadoes, straight line wind gusts of 60 mph or greater occurred in Broward and Miami-Dade counties. An estimated 40,000 to 50,000 customers lost power in South Florida. A strong squall line intensified well ahead of a cold front over the eastern Gulf of Mexico during the early morning hours of January 23rd. Event Narrative: Tornado damage was first noted in the Mirabella neighborhood of Palm Beach Gardens west of Florida Turnpike between PGA Boulevard and Donald Ross Road, then followed a somewhat discontinuous path ENE across Palm Beach Gardens to Juno Beach where it moved offshore at the Juno Beach Pier. ||EF-1 damage (winds around 90 mph) was concentrated mainly in the Mirabella neighborhood and east of I-95 at The Benjamin School. A few homes had tiles removed in Mirabella, causing broken windows from flying debris. At The Benjamin School Upper Campus, a full set of metal bleachers was blown across a football field for at least 50 yards, with some of the pieces of the bleachers landing in an adjacent wooded area well over 100 yards away. Debris from this location ended up as far away as Dwyer High School about 500 yards east from the original location. At Dwyer High School, the tornadic winds as well as flying debris broke windows, damaged a softball field and caused a small hole in the ceiling over a classroom in the school's main building.||Most of the remainder of the damage along the path was rated EF-0 (winds 65 to 85 mph) and consisted mainly of broken tree branches, uprooted trees and minor roof and fence damage. Areas of concentrated damage were in the Evergrene Community, along Donald Ross Road just east of Old Dixie Highway, and at the Juno Beach Condo mobile home park where 8 units sustained damage. The tornado moved offshore at the Juno Beach Pier around 149 AM where a wind gust of 87 mph was recorded at Juno Beach Pier at 150 AM EDT. The roof was lifted off of one lifeguard stand near the pier, and wood railings were damaged at the north side of the pier. ||Estimate of damage at Dwyer High School is between $500,000 and $1 million, with damage estimates not received from other locations. Pictures were received of damage consistent with a tornado in The Acreage. First indication of damage and probable touchdown was near 180th Avenue North and 76th Street North, with a ENE path to Mandarin Boulevard and 78th Road North where borderline EF-1 damage to trees was noted. From Mandarin Boulevard, a break in the damage was observed for over a mile, with damage once again seen at Seminole Pratt Whitney Road and 84th Court North. Damage continued to Hall Boulevard and 85th Road North where the tornado likely lifted.||Damage was to trees and fences along the path. Almost all of the damage was EF-0 (70-80 mph), with one or two spots of EF-1 damage (85-90 mph winds)."
USW00012844,4,input,2017-01-21 16:00:00,23.53333333333333,False,"The following events were reported: Tornado. These occurred near station USW00012844, approximately 20.9778 km away, between 2017-01-23 01:25:00 and 2017-01-23 01:49:00.Thankfully, no injuries or fatalities were reported. The events caused property damage valued at 1000000.0 and crop damage of 0.0. Episode Narrative: A strong squall line intensified well ahead of a cold front over the eastern Gulf of Mexico during the early morning hours of January 23rd. The line produced tornadoes in Palm Beach and Miami-Dade counties. In addition to the tornadoes, straight line wind gusts of 60 mph or greater occurred in Broward and Miami-Dade counties. An estimated 40,000 to 50,000 customers lost power in South Florida. A strong squall line intensified well ahead of a cold front over the eastern Gulf of Mexico during the early morning hours of January 23rd. Event Narrative: Tornado damage was first noted in the Mirabella neighborhood of Palm Beach Gardens west of Florida Turnpike between PGA Boulevard and Donald Ross Road, then followed a somewhat discontinuous path ENE across Palm Beach Gardens to Juno Beach where it moved offshore at the Juno Beach Pier. ||EF-1 damage (winds around 90 mph) was concentrated mainly in the Mirabella neighborhood and east of I-95 at The Benjamin School. A few homes had tiles removed in Mirabella, causing broken windows from flying debris. At The Benjamin School Upper Campus, a full set of metal bleachers was blown across a football field for at least 50 yards, with some of the pieces of the bleachers landing in an adjacent wooded area well over 100 yards away. Debris from this location ended up as far away as Dwyer High School about 500 yards east from the original location. At Dwyer High School, the tornadic winds as well as flying debris broke windows, damaged a softball field and caused a small hole in the ceiling over a classroom in the school's main building.||Most of the remainder of the damage along the path was rated EF-0 (winds 65 to 85 mph) and consisted mainly of broken tree branches, uprooted trees and minor roof and fence damage. Areas of concentrated damage were in the Evergrene Community, along Donald Ross Road just east of Old Dixie Highway, and at the Juno Beach Condo mobile home park where 8 units sustained damage. The tornado moved offshore at the Juno Beach Pier around 149 AM where a wind gust of 87 mph was recorded at Juno Beach Pier at 150 AM EDT. The roof was lifted off of one lifeguard stand near the pier, and wood railings were damaged at the north side of the pier. ||Estimate of damage at Dwyer High School is between $500,000 and $1 million, with damage estimates not received from other locations. Pictures were received of damage consistent with a tornado in The Acreage. First indication of damage and probable touchdown was near 180th Avenue North and 76th Street North, with a ENE path to Mandarin Boulevard and 78th Road North where borderline EF-1 damage to trees was noted. From Mandarin Boulevard, a break in the damage was observed for over a mile, with damage once again seen at Seminole Pratt Whitney Road and 84th Court North. Damage continued to Hall Boulevard and 85th Road North where the tornado likely lifted.||Damage was to trees and fences along the path. Almost all of the damage was EF-0 (70-80 mph), with one or two spots of EF-1 damage (85-90 mph winds)."
USW00012844,4,input,2017-01-21 17:00:00,25.116666666666667,False,"The following events were reported: Tornado. These occurred near station USW00012844, approximately 20.9778 km away, between 2017-01-23 01:25:00 and 2017-01-23 01:49:00.Thankfully, no injuries or fatalities were reported. The events caused property damage valued at 1000000.0 and crop damage of 0.0. Episode Narrative: A strong squall line intensified well ahead of a cold front over the eastern Gulf of Mexico during the early morning hours of January 23rd. The line produced tornadoes in Palm Beach and Miami-Dade counties. In addition to the tornadoes, straight line wind gusts of 60 mph or greater occurred in Broward and Miami-Dade counties. An estimated 40,000 to 50,000 customers lost power in South Florida. A strong squall line intensified well ahead of a cold front over the eastern Gulf of Mexico during the early morning hours of January 23rd. Event Narrative: Tornado damage was first noted in the Mirabella neighborhood of Palm Beach Gardens west of Florida Turnpike between PGA Boulevard and Donald Ross Road, then followed a somewhat discontinuous path ENE across Palm Beach Gardens to Juno Beach where it moved offshore at the Juno Beach Pier. ||EF-1 damage (winds around 90 mph) was concentrated mainly in the Mirabella neighborhood and east of I-95 at The Benjamin School. A few homes had tiles removed in Mirabella, causing broken windows from flying debris. At The Benjamin School Upper Campus, a full set of metal bleachers was blown across a football field for at least 50 yards, with some of the pieces of the bleachers landing in an adjacent wooded area well over 100 yards away. Debris from this location ended up as far away as Dwyer High School about 500 yards east from the original location. At Dwyer High School, the tornadic winds as well as flying debris broke windows, damaged a softball field and caused a small hole in the ceiling over a classroom in the school's main building.||Most of the remainder of the damage along the path was rated EF-0 (winds 65 to 85 mph) and consisted mainly of broken tree branches, uprooted trees and minor roof and fence damage. Areas of concentrated damage were in the Evergrene Community, along Donald Ross Road just east of Old Dixie Highway, and at the Juno Beach Condo mobile home park where 8 units sustained damage. The tornado moved offshore at the Juno Beach Pier around 149 AM where a wind gust of 87 mph was recorded at Juno Beach Pier at 150 AM EDT. The roof was lifted off of one lifeguard stand near the pier, and wood railings were damaged at the north side of the pier. ||Estimate of damage at Dwyer High School is between $500,000 and $1 million, with damage estimates not received from other locations. Pictures were received of damage consistent with a tornado in The Acreage. First indication of damage and probable touchdown was near 180th Avenue North and 76th Street North, with a ENE path to Mandarin Boulevard and 78th Road North where borderline EF-1 damage to trees was noted. From Mandarin Boulevard, a break in the damage was observed for over a mile, with damage once again seen at Seminole Pratt Whitney Road and 84th Court North. Damage continued to Hall Boulevard and 85th Road North where the tornado likely lifted.||Damage was to trees and fences along the path. Almost all of the damage was EF-0 (70-80 mph), with one or two spots of EF-1 damage (85-90 mph winds)."
USW00012844,4,input,2017-01-21 18:00:00,26.7,False,"The following events were reported: Tornado. These occurred near station USW00012844, approximately 20.9778 km away, between 2017-01-23 01:25:00 and 2017-01-23 01:49:00.Thankfully, no injuries or fatalities were reported. The events caused property damage valued at 1000000.0 and crop damage of 0.0. Episode Narrative: A strong squall line intensified well ahead of a cold front over the eastern Gulf of Mexico during the early morning hours of January 23rd. The line produced tornadoes in Palm Beach and Miami-Dade counties. In addition to the tornadoes, straight line wind gusts of 60 mph or greater occurred in Broward and Miami-Dade counties. An estimated 40,000 to 50,000 customers lost power in South Florida. A strong squall line intensified well ahead of a cold front over the eastern Gulf of Mexico during the early morning hours of January 23rd. Event Narrative: Tornado damage was first noted in the Mirabella neighborhood of Palm Beach Gardens west of Florida Turnpike between PGA Boulevard and Donald Ross Road, then followed a somewhat discontinuous path ENE across Palm Beach Gardens to Juno Beach where it moved offshore at the Juno Beach Pier. ||EF-1 damage (winds around 90 mph) was concentrated mainly in the Mirabella neighborhood and east of I-95 at The Benjamin School. A few homes had tiles removed in Mirabella, causing broken windows from flying debris. At The Benjamin School Upper Campus, a full set of metal bleachers was blown across a football field for at least 50 yards, with some of the pieces of the bleachers landing in an adjacent wooded area well over 100 yards away. Debris from this location ended up as far away as Dwyer High School about 500 yards east from the original location. At Dwyer High School, the tornadic winds as well as flying debris broke windows, damaged a softball field and caused a small hole in the ceiling over a classroom in the school's main building.||Most of the remainder of the damage along the path was rated EF-0 (winds 65 to 85 mph) and consisted mainly of broken tree branches, uprooted trees and minor roof and fence damage. Areas of concentrated damage were in the Evergrene Community, along Donald Ross Road just east of Old Dixie Highway, and at the Juno Beach Condo mobile home park where 8 units sustained damage. The tornado moved offshore at the Juno Beach Pier around 149 AM where a wind gust of 87 mph was recorded at Juno Beach Pier at 150 AM EDT. The roof was lifted off of one lifeguard stand near the pier, and wood railings were damaged at the north side of the pier. ||Estimate of damage at Dwyer High School is between $500,000 and $1 million, with damage estimates not received from other locations. Pictures were received of damage consistent with a tornado in The Acreage. First indication of damage and probable touchdown was near 180th Avenue North and 76th Street North, with a ENE path to Mandarin Boulevard and 78th Road North where borderline EF-1 damage to trees was noted. From Mandarin Boulevard, a break in the damage was observed for over a mile, with damage once again seen at Seminole Pratt Whitney Road and 84th Court North. Damage continued to Hall Boulevard and 85th Road North where the tornado likely lifted.||Damage was to trees and fences along the path. Almost all of the damage was EF-0 (70-80 mph), with one or two spots of EF-1 damage (85-90 mph winds)."
