station,sample,split,timestamp,value,hasrain,text
USW00003017,27,input,2023-06-22 02:00:00,21.3,False,"The following events were reported: Hail, Thunderstorm Wind, Tornado. These occurred near station USW00003017, approximately 43.481 km away, between 2023-06-22 13:50:00 and 2023-06-22 15:15:00. The events included records with hailstones measuring 7.103448275862069 inches.Thankfully, no injuries or fatalities were reported. No significant property or crop damage was reported. Episode Narrative: A supercell thunderstorm formed in the higher terrain west of Denver and moved across the Arapahoe/Douglas County line, from the west metro Denver to south Metro Denver. Up to 2.5 inches hail occurred in the populated areas of Jefferson County. An EF1 tornado touched down just south of CO-470 in the city of Highlands Ranch. Preliminarily the tornado was on the ground for 6.3 miles. No injuries were reported but over 100 trees were downed. Some window/shingle damage has been noted to both houses and commercial properties. South Metro Fire Dapartment responded to dozens of calls in Highlands Ranch south of c470 between Lucent and Quebec for storm related damage including roof damage, trees down, natural gas leaks and electrical problems. |At Northridge Elementary School a tree had fallen on the school and portions of the roof were been ripped off. Valor Christian High School in Highlands Ranch also sustained damage. A supercell thunderstorm formed in the higher terrain west of Denver and moved across the Arapahoe/Douglas County line, from the west metro Denver to south Metro Denver. Event Narrative: Large hail damaged a roof and window screens. Several trees were uprooted and tree limbs broken. A tornado touched down just south of CO-470 in Douglas County, west of Lucent Blvd, impacting the city of Highlands Ranch. The tornado lifted just  west of the intersection of Lincoln Ave and Lone Tree Parkway. Most all of the damage was rated  EF-0, with small pockets of EF1 damage as well which involved a well built single family home."
USW00003017,27,input,2023-06-22 03:00:00,17.8,False,"The following events were reported: Hail, Thunderstorm Wind, Tornado. These occurred near station USW00003017, approximately 43.481 km away, between 2023-06-22 13:50:00 and 2023-06-22 15:15:00. The events included records with hailstones measuring 7.103448275862069 inches.Thankfully, no injuries or fatalities were reported. No significant property or crop damage was reported. Episode Narrative: A supercell thunderstorm formed in the higher terrain west of Denver and moved across the Arapahoe/Douglas County line, from the west metro Denver to south Metro Denver. Up to 2.5 inches hail occurred in the populated areas of Jefferson County. An EF1 tornado touched down just south of CO-470 in the city of Highlands Ranch. Preliminarily the tornado was on the ground for 6.3 miles. No injuries were reported but over 100 trees were downed. Some window/shingle damage has been noted to both houses and commercial properties. South Metro Fire Dapartment responded to dozens of calls in Highlands Ranch south of c470 between Lucent and Quebec for storm related damage including roof damage, trees down, natural gas leaks and electrical problems. |At Northridge Elementary School a tree had fallen on the school and portions of the roof were been ripped off. Valor Christian High School in Highlands Ranch also sustained damage. A supercell thunderstorm formed in the higher terrain west of Denver and moved across the Arapahoe/Douglas County line, from the west metro Denver to south Metro Denver. Event Narrative: Large hail damaged a roof and window screens. Several trees were uprooted and tree limbs broken. A tornado touched down just south of CO-470 in Douglas County, west of Lucent Blvd, impacting the city of Highlands Ranch. The tornado lifted just  west of the intersection of Lincoln Ave and Lone Tree Parkway. Most all of the damage was rated  EF-0, with small pockets of EF1 damage as well which involved a well built single family home."
USW00003017,27,input,2023-06-22 04:00:00,16.866666666666667,False,"The following events were reported: Hail, Thunderstorm Wind, Tornado. These occurred near station USW00003017, approximately 43.481 km away, between 2023-06-22 13:50:00 and 2023-06-22 15:15:00. The events included records with hailstones measuring 7.103448275862069 inches.Thankfully, no injuries or fatalities were reported. No significant property or crop damage was reported. Episode Narrative: A supercell thunderstorm formed in the higher terrain west of Denver and moved across the Arapahoe/Douglas County line, from the west metro Denver to south Metro Denver. Up to 2.5 inches hail occurred in the populated areas of Jefferson County. An EF1 tornado touched down just south of CO-470 in the city of Highlands Ranch. Preliminarily the tornado was on the ground for 6.3 miles. No injuries were reported but over 100 trees were downed. Some window/shingle damage has been noted to both houses and commercial properties. South Metro Fire Dapartment responded to dozens of calls in Highlands Ranch south of c470 between Lucent and Quebec for storm related damage including roof damage, trees down, natural gas leaks and electrical problems. |At Northridge Elementary School a tree had fallen on the school and portions of the roof were been ripped off. Valor Christian High School in Highlands Ranch also sustained damage. A supercell thunderstorm formed in the higher terrain west of Denver and moved across the Arapahoe/Douglas County line, from the west metro Denver to south Metro Denver. Event Narrative: Large hail damaged a roof and window screens. Several trees were uprooted and tree limbs broken. A tornado touched down just south of CO-470 in Douglas County, west of Lucent Blvd, impacting the city of Highlands Ranch. The tornado lifted just  west of the intersection of Lincoln Ave and Lone Tree Parkway. Most all of the damage was rated  EF-0, with small pockets of EF1 damage as well which involved a well built single family home."
USW00003017,27,input,2023-06-22 05:00:00,15.933333333333334,False,"The following events were reported: Hail, Thunderstorm Wind, Tornado. These occurred near station USW00003017, approximately 43.481 km away, between 2023-06-22 13:50:00 and 2023-06-22 15:15:00. The events included records with hailstones measuring 7.103448275862069 inches.Thankfully, no injuries or fatalities were reported. No significant property or crop damage was reported. Episode Narrative: A supercell thunderstorm formed in the higher terrain west of Denver and moved across the Arapahoe/Douglas County line, from the west metro Denver to south Metro Denver. Up to 2.5 inches hail occurred in the populated areas of Jefferson County. An EF1 tornado touched down just south of CO-470 in the city of Highlands Ranch. Preliminarily the tornado was on the ground for 6.3 miles. No injuries were reported but over 100 trees were downed. Some window/shingle damage has been noted to both houses and commercial properties. South Metro Fire Dapartment responded to dozens of calls in Highlands Ranch south of c470 between Lucent and Quebec for storm related damage including roof damage, trees down, natural gas leaks and electrical problems. |At Northridge Elementary School a tree had fallen on the school and portions of the roof were been ripped off. Valor Christian High School in Highlands Ranch also sustained damage. A supercell thunderstorm formed in the higher terrain west of Denver and moved across the Arapahoe/Douglas County line, from the west metro Denver to south Metro Denver. Event Narrative: Large hail damaged a roof and window screens. Several trees were uprooted and tree limbs broken. A tornado touched down just south of CO-470 in Douglas County, west of Lucent Blvd, impacting the city of Highlands Ranch. The tornado lifted just  west of the intersection of Lincoln Ave and Lone Tree Parkway. Most all of the damage was rated  EF-0, with small pockets of EF1 damage as well which involved a well built single family home."
USW00003017,27,input,2023-06-22 06:00:00,15.0,False,"The following events were reported: Hail, Thunderstorm Wind, Tornado. These occurred near station USW00003017, approximately 43.481 km away, between 2023-06-22 13:50:00 and 2023-06-22 15:15:00. The events included records with hailstones measuring 7.103448275862069 inches.Thankfully, no injuries or fatalities were reported. No significant property or crop damage was reported. Episode Narrative: A supercell thunderstorm formed in the higher terrain west of Denver and moved across the Arapahoe/Douglas County line, from the west metro Denver to south Metro Denver. Up to 2.5 inches hail occurred in the populated areas of Jefferson County. An EF1 tornado touched down just south of CO-470 in the city of Highlands Ranch. Preliminarily the tornado was on the ground for 6.3 miles. No injuries were reported but over 100 trees were downed. Some window/shingle damage has been noted to both houses and commercial properties. South Metro Fire Dapartment responded to dozens of calls in Highlands Ranch south of c470 between Lucent and Quebec for storm related damage including roof damage, trees down, natural gas leaks and electrical problems. |At Northridge Elementary School a tree had fallen on the school and portions of the roof were been ripped off. Valor Christian High School in Highlands Ranch also sustained damage. A supercell thunderstorm formed in the higher terrain west of Denver and moved across the Arapahoe/Douglas County line, from the west metro Denver to south Metro Denver. Event Narrative: Large hail damaged a roof and window screens. Several trees were uprooted and tree limbs broken. A tornado touched down just south of CO-470 in Douglas County, west of Lucent Blvd, impacting the city of Highlands Ranch. The tornado lifted just  west of the intersection of Lincoln Ave and Lone Tree Parkway. Most all of the damage was rated  EF-0, with small pockets of EF1 damage as well which involved a well built single family home."
USW00003017,27,input,2023-06-22 07:00:00,14.8,False,"The following events were reported: Hail, Thunderstorm Wind, Tornado. These occurred near station USW00003017, approximately 43.481 km away, between 2023-06-22 13:50:00 and 2023-06-22 15:15:00. The events included records with hailstones measuring 7.103448275862069 inches.Thankfully, no injuries or fatalities were reported. No significant property or crop damage was reported. Episode Narrative: A supercell thunderstorm formed in the higher terrain west of Denver and moved across the Arapahoe/Douglas County line, from the west metro Denver to south Metro Denver. Up to 2.5 inches hail occurred in the populated areas of Jefferson County. An EF1 tornado touched down just south of CO-470 in the city of Highlands Ranch. Preliminarily the tornado was on the ground for 6.3 miles. No injuries were reported but over 100 trees were downed. Some window/shingle damage has been noted to both houses and commercial properties. South Metro Fire Dapartment responded to dozens of calls in Highlands Ranch south of c470 between Lucent and Quebec for storm related damage including roof damage, trees down, natural gas leaks and electrical problems. |At Northridge Elementary School a tree had fallen on the school and portions of the roof were been ripped off. Valor Christian High School in Highlands Ranch also sustained damage. A supercell thunderstorm formed in the higher terrain west of Denver and moved across the Arapahoe/Douglas County line, from the west metro Denver to south Metro Denver. Event Narrative: Large hail damaged a roof and window screens. Several trees were uprooted and tree limbs broken. A tornado touched down just south of CO-470 in Douglas County, west of Lucent Blvd, impacting the city of Highlands Ranch. The tornado lifted just  west of the intersection of Lincoln Ave and Lone Tree Parkway. Most all of the damage was rated  EF-0, with small pockets of EF1 damage as well which involved a well built single family home."
USW00003017,27,input,2023-06-22 08:00:00,14.6,False,"The following events were reported: Hail, Thunderstorm Wind, Tornado. These occurred near station USW00003017, approximately 43.481 km away, between 2023-06-22 13:50:00 and 2023-06-22 15:15:00. The events included records with hailstones measuring 7.103448275862069 inches.Thankfully, no injuries or fatalities were reported. No significant property or crop damage was reported. Episode Narrative: A supercell thunderstorm formed in the higher terrain west of Denver and moved across the Arapahoe/Douglas County line, from the west metro Denver to south Metro Denver. Up to 2.5 inches hail occurred in the populated areas of Jefferson County. An EF1 tornado touched down just south of CO-470 in the city of Highlands Ranch. Preliminarily the tornado was on the ground for 6.3 miles. No injuries were reported but over 100 trees were downed. Some window/shingle damage has been noted to both houses and commercial properties. South Metro Fire Dapartment responded to dozens of calls in Highlands Ranch south of c470 between Lucent and Quebec for storm related damage including roof damage, trees down, natural gas leaks and electrical problems. |At Northridge Elementary School a tree had fallen on the school and portions of the roof were been ripped off. Valor Christian High School in Highlands Ranch also sustained damage. A supercell thunderstorm formed in the higher terrain west of Denver and moved across the Arapahoe/Douglas County line, from the west metro Denver to south Metro Denver. Event Narrative: Large hail damaged a roof and window screens. Several trees were uprooted and tree limbs broken. A tornado touched down just south of CO-470 in Douglas County, west of Lucent Blvd, impacting the city of Highlands Ranch. The tornado lifted just  west of the intersection of Lincoln Ave and Lone Tree Parkway. Most all of the damage was rated  EF-0, with small pockets of EF1 damage as well which involved a well built single family home."
USW00003017,27,input,2023-06-22 09:00:00,14.4,False,"The following events were reported: Hail, Thunderstorm Wind, Tornado. These occurred near station USW00003017, approximately 43.481 km away, between 2023-06-22 13:50:00 and 2023-06-22 15:15:00. The events included records with hailstones measuring 7.103448275862069 inches.Thankfully, no injuries or fatalities were reported. No significant property or crop damage was reported. Episode Narrative: A supercell thunderstorm formed in the higher terrain west of Denver and moved across the Arapahoe/Douglas County line, from the west metro Denver to south Metro Denver. Up to 2.5 inches hail occurred in the populated areas of Jefferson County. An EF1 tornado touched down just south of CO-470 in the city of Highlands Ranch. Preliminarily the tornado was on the ground for 6.3 miles. No injuries were reported but over 100 trees were downed. Some window/shingle damage has been noted to both houses and commercial properties. South Metro Fire Dapartment responded to dozens of calls in Highlands Ranch south of c470 between Lucent and Quebec for storm related damage including roof damage, trees down, natural gas leaks and electrical problems. |At Northridge Elementary School a tree had fallen on the school and portions of the roof were been ripped off. Valor Christian High School in Highlands Ranch also sustained damage. A supercell thunderstorm formed in the higher terrain west of Denver and moved across the Arapahoe/Douglas County line, from the west metro Denver to south Metro Denver. Event Narrative: Large hail damaged a roof and window screens. Several trees were uprooted and tree limbs broken. A tornado touched down just south of CO-470 in Douglas County, west of Lucent Blvd, impacting the city of Highlands Ranch. The tornado lifted just  west of the intersection of Lincoln Ave and Lone Tree Parkway. Most all of the damage was rated  EF-0, with small pockets of EF1 damage as well which involved a well built single family home."
USW00003017,27,input,2023-06-22 10:00:00,14.4,False,"The following events were reported: Hail, Thunderstorm Wind, Tornado. These occurred near station USW00003017, approximately 43.481 km away, between 2023-06-22 13:50:00 and 2023-06-22 15:15:00. The events included records with hailstones measuring 7.103448275862069 inches.Thankfully, no injuries or fatalities were reported. No significant property or crop damage was reported. Episode Narrative: A supercell thunderstorm formed in the higher terrain west of Denver and moved across the Arapahoe/Douglas County line, from the west metro Denver to south Metro Denver. Up to 2.5 inches hail occurred in the populated areas of Jefferson County. An EF1 tornado touched down just south of CO-470 in the city of Highlands Ranch. Preliminarily the tornado was on the ground for 6.3 miles. No injuries were reported but over 100 trees were downed. Some window/shingle damage has been noted to both houses and commercial properties. South Metro Fire Dapartment responded to dozens of calls in Highlands Ranch south of c470 between Lucent and Quebec for storm related damage including roof damage, trees down, natural gas leaks and electrical problems. |At Northridge Elementary School a tree had fallen on the school and portions of the roof were been ripped off. Valor Christian High School in Highlands Ranch also sustained damage. A supercell thunderstorm formed in the higher terrain west of Denver and moved across the Arapahoe/Douglas County line, from the west metro Denver to south Metro Denver. Event Narrative: Large hail damaged a roof and window screens. Several trees were uprooted and tree limbs broken. A tornado touched down just south of CO-470 in Douglas County, west of Lucent Blvd, impacting the city of Highlands Ranch. The tornado lifted just  west of the intersection of Lincoln Ave and Lone Tree Parkway. Most all of the damage was rated  EF-0, with small pockets of EF1 damage as well which involved a well built single family home."
USW00003017,27,input,2023-06-22 11:00:00,14.4,False,"The following events were reported: Hail, Thunderstorm Wind, Tornado. These occurred near station USW00003017, approximately 43.481 km away, between 2023-06-22 13:50:00 and 2023-06-22 15:15:00. The events included records with hailstones measuring 7.103448275862069 inches.Thankfully, no injuries or fatalities were reported. No significant property or crop damage was reported. Episode Narrative: A supercell thunderstorm formed in the higher terrain west of Denver and moved across the Arapahoe/Douglas County line, from the west metro Denver to south Metro Denver. Up to 2.5 inches hail occurred in the populated areas of Jefferson County. An EF1 tornado touched down just south of CO-470 in the city of Highlands Ranch. Preliminarily the tornado was on the ground for 6.3 miles. No injuries were reported but over 100 trees were downed. Some window/shingle damage has been noted to both houses and commercial properties. South Metro Fire Dapartment responded to dozens of calls in Highlands Ranch south of c470 between Lucent and Quebec for storm related damage including roof damage, trees down, natural gas leaks and electrical problems. |At Northridge Elementary School a tree had fallen on the school and portions of the roof were been ripped off. Valor Christian High School in Highlands Ranch also sustained damage. A supercell thunderstorm formed in the higher terrain west of Denver and moved across the Arapahoe/Douglas County line, from the west metro Denver to south Metro Denver. Event Narrative: Large hail damaged a roof and window screens. Several trees were uprooted and tree limbs broken. A tornado touched down just south of CO-470 in Douglas County, west of Lucent Blvd, impacting the city of Highlands Ranch. The tornado lifted just  west of the intersection of Lincoln Ave and Lone Tree Parkway. Most all of the damage was rated  EF-0, with small pockets of EF1 damage as well which involved a well built single family home."
USW00003017,27,input,2023-06-22 12:00:00,14.4,False,"The following events were reported: Hail, Thunderstorm Wind, Tornado. These occurred near station USW00003017, approximately 43.481 km away, between 2023-06-22 13:50:00 and 2023-06-22 15:15:00. The events included records with hailstones measuring 7.103448275862069 inches.Thankfully, no injuries or fatalities were reported. No significant property or crop damage was reported. Episode Narrative: A supercell thunderstorm formed in the higher terrain west of Denver and moved across the Arapahoe/Douglas County line, from the west metro Denver to south Metro Denver. Up to 2.5 inches hail occurred in the populated areas of Jefferson County. An EF1 tornado touched down just south of CO-470 in the city of Highlands Ranch. Preliminarily the tornado was on the ground for 6.3 miles. No injuries were reported but over 100 trees were downed. Some window/shingle damage has been noted to both houses and commercial properties. South Metro Fire Dapartment responded to dozens of calls in Highlands Ranch south of c470 between Lucent and Quebec for storm related damage including roof damage, trees down, natural gas leaks and electrical problems. |At Northridge Elementary School a tree had fallen on the school and portions of the roof were been ripped off. Valor Christian High School in Highlands Ranch also sustained damage. A supercell thunderstorm formed in the higher terrain west of Denver and moved across the Arapahoe/Douglas County line, from the west metro Denver to south Metro Denver. Event Narrative: Large hail damaged a roof and window screens. Several trees were uprooted and tree limbs broken. A tornado touched down just south of CO-470 in Douglas County, west of Lucent Blvd, impacting the city of Highlands Ranch. The tornado lifted just  west of the intersection of Lincoln Ave and Lone Tree Parkway. Most all of the damage was rated  EF-0, with small pockets of EF1 damage as well which involved a well built single family home."
USW00003017,27,input,2023-06-22 13:00:00,15.9,False,"The following events were reported: Hail, Thunderstorm Wind, Tornado. These occurred near station USW00003017, approximately 43.481 km away, between 2023-06-22 13:50:00 and 2023-06-22 15:15:00. The events included records with hailstones measuring 7.103448275862069 inches.Thankfully, no injuries or fatalities were reported. No significant property or crop damage was reported. Episode Narrative: A supercell thunderstorm formed in the higher terrain west of Denver and moved across the Arapahoe/Douglas County line, from the west metro Denver to south Metro Denver. Up to 2.5 inches hail occurred in the populated areas of Jefferson County. An EF1 tornado touched down just south of CO-470 in the city of Highlands Ranch. Preliminarily the tornado was on the ground for 6.3 miles. No injuries were reported but over 100 trees were downed. Some window/shingle damage has been noted to both houses and commercial properties. South Metro Fire Dapartment responded to dozens of calls in Highlands Ranch south of c470 between Lucent and Quebec for storm related damage including roof damage, trees down, natural gas leaks and electrical problems. |At Northridge Elementary School a tree had fallen on the school and portions of the roof were been ripped off. Valor Christian High School in Highlands Ranch also sustained damage. A supercell thunderstorm formed in the higher terrain west of Denver and moved across the Arapahoe/Douglas County line, from the west metro Denver to south Metro Denver. Event Narrative: Large hail damaged a roof and window screens. Several trees were uprooted and tree limbs broken. A tornado touched down just south of CO-470 in Douglas County, west of Lucent Blvd, impacting the city of Highlands Ranch. The tornado lifted just  west of the intersection of Lincoln Ave and Lone Tree Parkway. Most all of the damage was rated  EF-0, with small pockets of EF1 damage as well which involved a well built single family home."
USW00003017,27,input,2023-06-22 14:00:00,17.4,False,"The following events were reported: Hail, Thunderstorm Wind, Tornado. These occurred near station USW00003017, approximately 43.481 km away, between 2023-06-22 13:50:00 and 2023-06-22 15:15:00. The events included records with hailstones measuring 7.103448275862069 inches.Thankfully, no injuries or fatalities were reported. No significant property or crop damage was reported. Episode Narrative: A supercell thunderstorm formed in the higher terrain west of Denver and moved across the Arapahoe/Douglas County line, from the west metro Denver to south Metro Denver. Up to 2.5 inches hail occurred in the populated areas of Jefferson County. An EF1 tornado touched down just south of CO-470 in the city of Highlands Ranch. Preliminarily the tornado was on the ground for 6.3 miles. No injuries were reported but over 100 trees were downed. Some window/shingle damage has been noted to both houses and commercial properties. South Metro Fire Dapartment responded to dozens of calls in Highlands Ranch south of c470 between Lucent and Quebec for storm related damage including roof damage, trees down, natural gas leaks and electrical problems. |At Northridge Elementary School a tree had fallen on the school and portions of the roof were been ripped off. Valor Christian High School in Highlands Ranch also sustained damage. A supercell thunderstorm formed in the higher terrain west of Denver and moved across the Arapahoe/Douglas County line, from the west metro Denver to south Metro Denver. Event Narrative: Large hail damaged a roof and window screens. Several trees were uprooted and tree limbs broken. A tornado touched down just south of CO-470 in Douglas County, west of Lucent Blvd, impacting the city of Highlands Ranch. The tornado lifted just  west of the intersection of Lincoln Ave and Lone Tree Parkway. Most all of the damage was rated  EF-0, with small pockets of EF1 damage as well which involved a well built single family home."
USW00003017,27,input,2023-06-22 15:00:00,18.9,False,"The following events were reported: Hail, Thunderstorm Wind, Tornado. These occurred near station USW00003017, approximately 43.481 km away, between 2023-06-22 13:50:00 and 2023-06-22 15:15:00. The events included records with hailstones measuring 7.103448275862069 inches.Thankfully, no injuries or fatalities were reported. No significant property or crop damage was reported. Episode Narrative: A supercell thunderstorm formed in the higher terrain west of Denver and moved across the Arapahoe/Douglas County line, from the west metro Denver to south Metro Denver. Up to 2.5 inches hail occurred in the populated areas of Jefferson County. An EF1 tornado touched down just south of CO-470 in the city of Highlands Ranch. Preliminarily the tornado was on the ground for 6.3 miles. No injuries were reported but over 100 trees were downed. Some window/shingle damage has been noted to both houses and commercial properties. South Metro Fire Dapartment responded to dozens of calls in Highlands Ranch south of c470 between Lucent and Quebec for storm related damage including roof damage, trees down, natural gas leaks and electrical problems. |At Northridge Elementary School a tree had fallen on the school and portions of the roof were been ripped off. Valor Christian High School in Highlands Ranch also sustained damage. A supercell thunderstorm formed in the higher terrain west of Denver and moved across the Arapahoe/Douglas County line, from the west metro Denver to south Metro Denver. Event Narrative: Large hail damaged a roof and window screens. Several trees were uprooted and tree limbs broken. A tornado touched down just south of CO-470 in Douglas County, west of Lucent Blvd, impacting the city of Highlands Ranch. The tornado lifted just  west of the intersection of Lincoln Ave and Lone Tree Parkway. Most all of the damage was rated  EF-0, with small pockets of EF1 damage as well which involved a well built single family home."
USW00003017,27,input,2023-06-22 16:00:00,20.566666666666666,False,"The following events were reported: Hail, Thunderstorm Wind, Tornado. These occurred near station USW00003017, approximately 43.481 km away, between 2023-06-22 13:50:00 and 2023-06-22 15:15:00. The events included records with hailstones measuring 7.103448275862069 inches.Thankfully, no injuries or fatalities were reported. No significant property or crop damage was reported. Episode Narrative: A supercell thunderstorm formed in the higher terrain west of Denver and moved across the Arapahoe/Douglas County line, from the west metro Denver to south Metro Denver. Up to 2.5 inches hail occurred in the populated areas of Jefferson County. An EF1 tornado touched down just south of CO-470 in the city of Highlands Ranch. Preliminarily the tornado was on the ground for 6.3 miles. No injuries were reported but over 100 trees were downed. Some window/shingle damage has been noted to both houses and commercial properties. South Metro Fire Dapartment responded to dozens of calls in Highlands Ranch south of c470 between Lucent and Quebec for storm related damage including roof damage, trees down, natural gas leaks and electrical problems. |At Northridge Elementary School a tree had fallen on the school and portions of the roof were been ripped off. Valor Christian High School in Highlands Ranch also sustained damage. A supercell thunderstorm formed in the higher terrain west of Denver and moved across the Arapahoe/Douglas County line, from the west metro Denver to south Metro Denver. Event Narrative: Large hail damaged a roof and window screens. Several trees were uprooted and tree limbs broken. A tornado touched down just south of CO-470 in Douglas County, west of Lucent Blvd, impacting the city of Highlands Ranch. The tornado lifted just  west of the intersection of Lincoln Ave and Lone Tree Parkway. Most all of the damage was rated  EF-0, with small pockets of EF1 damage as well which involved a well built single family home."
USW00003017,27,input,2023-06-22 17:00:00,22.23333333333333,False,"The following events were reported: Hail, Thunderstorm Wind, Tornado. These occurred near station USW00003017, approximately 43.481 km away, between 2023-06-22 13:50:00 and 2023-06-22 15:15:00. The events included records with hailstones measuring 7.103448275862069 inches.Thankfully, no injuries or fatalities were reported. No significant property or crop damage was reported. Episode Narrative: A supercell thunderstorm formed in the higher terrain west of Denver and moved across the Arapahoe/Douglas County line, from the west metro Denver to south Metro Denver. Up to 2.5 inches hail occurred in the populated areas of Jefferson County. An EF1 tornado touched down just south of CO-470 in the city of Highlands Ranch. Preliminarily the tornado was on the ground for 6.3 miles. No injuries were reported but over 100 trees were downed. Some window/shingle damage has been noted to both houses and commercial properties. South Metro Fire Dapartment responded to dozens of calls in Highlands Ranch south of c470 between Lucent and Quebec for storm related damage including roof damage, trees down, natural gas leaks and electrical problems. |At Northridge Elementary School a tree had fallen on the school and portions of the roof were been ripped off. Valor Christian High School in Highlands Ranch also sustained damage. A supercell thunderstorm formed in the higher terrain west of Denver and moved across the Arapahoe/Douglas County line, from the west metro Denver to south Metro Denver. Event Narrative: Large hail damaged a roof and window screens. Several trees were uprooted and tree limbs broken. A tornado touched down just south of CO-470 in Douglas County, west of Lucent Blvd, impacting the city of Highlands Ranch. The tornado lifted just  west of the intersection of Lincoln Ave and Lone Tree Parkway. Most all of the damage was rated  EF-0, with small pockets of EF1 damage as well which involved a well built single family home."
USW00003017,27,input,2023-06-22 18:00:00,23.9,False,"The following events were reported: Hail, Thunderstorm Wind, Tornado. These occurred near station USW00003017, approximately 43.481 km away, between 2023-06-22 13:50:00 and 2023-06-22 15:15:00. The events included records with hailstones measuring 7.103448275862069 inches.Thankfully, no injuries or fatalities were reported. No significant property or crop damage was reported. Episode Narrative: A supercell thunderstorm formed in the higher terrain west of Denver and moved across the Arapahoe/Douglas County line, from the west metro Denver to south Metro Denver. Up to 2.5 inches hail occurred in the populated areas of Jefferson County. An EF1 tornado touched down just south of CO-470 in the city of Highlands Ranch. Preliminarily the tornado was on the ground for 6.3 miles. No injuries were reported but over 100 trees were downed. Some window/shingle damage has been noted to both houses and commercial properties. South Metro Fire Dapartment responded to dozens of calls in Highlands Ranch south of c470 between Lucent and Quebec for storm related damage including roof damage, trees down, natural gas leaks and electrical problems. |At Northridge Elementary School a tree had fallen on the school and portions of the roof were been ripped off. Valor Christian High School in Highlands Ranch also sustained damage. A supercell thunderstorm formed in the higher terrain west of Denver and moved across the Arapahoe/Douglas County line, from the west metro Denver to south Metro Denver. Event Narrative: Large hail damaged a roof and window screens. Several trees were uprooted and tree limbs broken. A tornado touched down just south of CO-470 in Douglas County, west of Lucent Blvd, impacting the city of Highlands Ranch. The tornado lifted just  west of the intersection of Lincoln Ave and Lone Tree Parkway. Most all of the damage was rated  EF-0, with small pockets of EF1 damage as well which involved a well built single family home."
USW00003017,27,input,2023-06-22 19:00:00,22.8,False,"The following events were reported: Hail, Thunderstorm Wind, Tornado. These occurred near station USW00003017, approximately 43.481 km away, between 2023-06-22 13:50:00 and 2023-06-22 15:15:00. The events included records with hailstones measuring 7.103448275862069 inches.Thankfully, no injuries or fatalities were reported. No significant property or crop damage was reported. Episode Narrative: A supercell thunderstorm formed in the higher terrain west of Denver and moved across the Arapahoe/Douglas County line, from the west metro Denver to south Metro Denver. Up to 2.5 inches hail occurred in the populated areas of Jefferson County. An EF1 tornado touched down just south of CO-470 in the city of Highlands Ranch. Preliminarily the tornado was on the ground for 6.3 miles. No injuries were reported but over 100 trees were downed. Some window/shingle damage has been noted to both houses and commercial properties. South Metro Fire Dapartment responded to dozens of calls in Highlands Ranch south of c470 between Lucent and Quebec for storm related damage including roof damage, trees down, natural gas leaks and electrical problems. |At Northridge Elementary School a tree had fallen on the school and portions of the roof were been ripped off. Valor Christian High School in Highlands Ranch also sustained damage. A supercell thunderstorm formed in the higher terrain west of Denver and moved across the Arapahoe/Douglas County line, from the west metro Denver to south Metro Denver. Event Narrative: Large hail damaged a roof and window screens. Several trees were uprooted and tree limbs broken. A tornado touched down just south of CO-470 in Douglas County, west of Lucent Blvd, impacting the city of Highlands Ranch. The tornado lifted just  west of the intersection of Lincoln Ave and Lone Tree Parkway. Most all of the damage was rated  EF-0, with small pockets of EF1 damage as well which involved a well built single family home."
USW00003017,27,input,2023-06-22 20:00:00,21.7,False,"The following events were reported: Hail, Thunderstorm Wind, Tornado. These occurred near station USW00003017, approximately 43.481 km away, between 2023-06-22 13:50:00 and 2023-06-22 15:15:00. The events included records with hailstones measuring 7.103448275862069 inches.Thankfully, no injuries or fatalities were reported. No significant property or crop damage was reported. Episode Narrative: A supercell thunderstorm formed in the higher terrain west of Denver and moved across the Arapahoe/Douglas County line, from the west metro Denver to south Metro Denver. Up to 2.5 inches hail occurred in the populated areas of Jefferson County. An EF1 tornado touched down just south of CO-470 in the city of Highlands Ranch. Preliminarily the tornado was on the ground for 6.3 miles. No injuries were reported but over 100 trees were downed. Some window/shingle damage has been noted to both houses and commercial properties. South Metro Fire Dapartment responded to dozens of calls in Highlands Ranch south of c470 between Lucent and Quebec for storm related damage including roof damage, trees down, natural gas leaks and electrical problems. |At Northridge Elementary School a tree had fallen on the school and portions of the roof were been ripped off. Valor Christian High School in Highlands Ranch also sustained damage. A supercell thunderstorm formed in the higher terrain west of Denver and moved across the Arapahoe/Douglas County line, from the west metro Denver to south Metro Denver. Event Narrative: Large hail damaged a roof and window screens. Several trees were uprooted and tree limbs broken. A tornado touched down just south of CO-470 in Douglas County, west of Lucent Blvd, impacting the city of Highlands Ranch. The tornado lifted just  west of the intersection of Lincoln Ave and Lone Tree Parkway. Most all of the damage was rated  EF-0, with small pockets of EF1 damage as well which involved a well built single family home."
