station,sample,split,timestamp,value,hasrain,text
USW00012921,20,input,2015-04-23 06:00:00,22.2,True,"The following events were reported: Flash Flood, Hail, Thunderstorm Wind. These occurred near station USW00012921, approximately 26.9108 km away, between 2015-04-24 06:18:00 and 2015-04-25 06:30:00. The events included records with hailstones measuring 16.385833333333334 inches.Thankfully, no injuries or fatalities were reported. The events caused property damage valued at 5000000.0 and crop damage of 0.0. Episode Narrative: An upper level short wave trough moved through the long wave trough over the southwestern states and interacted with a dryline to produce widespread thunderstorms. Some of these storms produced large hail, damaging wind gusts, and heavy rain that led to flash flooding. An upper level short wave trough moved through the long wave trough over the southwestern states and interacted with a dryline to produce widespread thunderstorms. Event Narrative: San Antonio Office of Emergency Management reported numerous trees damaged in the Trophy Ridge subdivision. Some minor roof damage also reported. USAA insurance company reported 1000 property and 1000 auto claims in Bexar County during this night due. Damage brought on by strong winds and hail. Monetary damage amounts are an estimate. A thunderstorm produced one inch hail near I-410 and Bandera Rd. in San Antonio. A thunderstorm produced one inch hail near I-10 and Fredericksburg Rd. Thunderstorms produced heavy rain that led to flash flooding. There were high water rescues in San Antonio at the following locations:|12000 block of Old O'Connor Rd.|Intersection of Mockingbird Ln. and N. Songbird Ln.|I-10W ramp at N. Brazos St.|Hwy281S at E Basse Rd.|Intersection of Stahl Rd. and Bell Dr. A thunderstorm produced wind gusts estimated at 75 mph that knocked down several trees. A thunderstorm produced wind gusts estimated at 75 mph that knocked a 2.5 foot diameter Oak tree onto a house. A thunderstorm produced two inch hail and wind gusts that knocked down tree limbs greater than two inches in diameter. A low water crossing at S. Callaghan Rd. and Hwy 90 in San Antonio was closed due to water over the roadway. The Lytle Volunteer Fire Department reported several areas of high water including I-35 at FM3175. Thunderstorms produced heavy rain that led to flash flooding closing numerous low water crossings including FM1103 at Town Creek Way where there was two feet of water over the road."
USW00012921,20,input,2015-04-23 07:00:00,22.03333333333333,True,"The following events were reported: Flash Flood, Hail, Thunderstorm Wind. These occurred near station USW00012921, approximately 26.9108 km away, between 2015-04-24 06:18:00 and 2015-04-25 06:30:00. The events included records with hailstones measuring 16.385833333333334 inches.Thankfully, no injuries or fatalities were reported. The events caused property damage valued at 5000000.0 and crop damage of 0.0. Episode Narrative: An upper level short wave trough moved through the long wave trough over the southwestern states and interacted with a dryline to produce widespread thunderstorms. Some of these storms produced large hail, damaging wind gusts, and heavy rain that led to flash flooding. An upper level short wave trough moved through the long wave trough over the southwestern states and interacted with a dryline to produce widespread thunderstorms. Event Narrative: San Antonio Office of Emergency Management reported numerous trees damaged in the Trophy Ridge subdivision. Some minor roof damage also reported. USAA insurance company reported 1000 property and 1000 auto claims in Bexar County during this night due. Damage brought on by strong winds and hail. Monetary damage amounts are an estimate. A thunderstorm produced one inch hail near I-410 and Bandera Rd. in San Antonio. A thunderstorm produced one inch hail near I-10 and Fredericksburg Rd. Thunderstorms produced heavy rain that led to flash flooding. There were high water rescues in San Antonio at the following locations:|12000 block of Old O'Connor Rd.|Intersection of Mockingbird Ln. and N. Songbird Ln.|I-10W ramp at N. Brazos St.|Hwy281S at E Basse Rd.|Intersection of Stahl Rd. and Bell Dr. A thunderstorm produced wind gusts estimated at 75 mph that knocked down several trees. A thunderstorm produced wind gusts estimated at 75 mph that knocked a 2.5 foot diameter Oak tree onto a house. A thunderstorm produced two inch hail and wind gusts that knocked down tree limbs greater than two inches in diameter. A low water crossing at S. Callaghan Rd. and Hwy 90 in San Antonio was closed due to water over the roadway. The Lytle Volunteer Fire Department reported several areas of high water including I-35 at FM3175. Thunderstorms produced heavy rain that led to flash flooding closing numerous low water crossings including FM1103 at Town Creek Way where there was two feet of water over the road."
USW00012921,20,input,2015-04-23 08:00:00,21.866666666666667,True,"The following events were reported: Flash Flood, Hail, Thunderstorm Wind. These occurred near station USW00012921, approximately 26.9108 km away, between 2015-04-24 06:18:00 and 2015-04-25 06:30:00. The events included records with hailstones measuring 16.385833333333334 inches.Thankfully, no injuries or fatalities were reported. The events caused property damage valued at 5000000.0 and crop damage of 0.0. Episode Narrative: An upper level short wave trough moved through the long wave trough over the southwestern states and interacted with a dryline to produce widespread thunderstorms. Some of these storms produced large hail, damaging wind gusts, and heavy rain that led to flash flooding. An upper level short wave trough moved through the long wave trough over the southwestern states and interacted with a dryline to produce widespread thunderstorms. Event Narrative: San Antonio Office of Emergency Management reported numerous trees damaged in the Trophy Ridge subdivision. Some minor roof damage also reported. USAA insurance company reported 1000 property and 1000 auto claims in Bexar County during this night due. Damage brought on by strong winds and hail. Monetary damage amounts are an estimate. A thunderstorm produced one inch hail near I-410 and Bandera Rd. in San Antonio. A thunderstorm produced one inch hail near I-10 and Fredericksburg Rd. Thunderstorms produced heavy rain that led to flash flooding. There were high water rescues in San Antonio at the following locations:|12000 block of Old O'Connor Rd.|Intersection of Mockingbird Ln. and N. Songbird Ln.|I-10W ramp at N. Brazos St.|Hwy281S at E Basse Rd.|Intersection of Stahl Rd. and Bell Dr. A thunderstorm produced wind gusts estimated at 75 mph that knocked down several trees. A thunderstorm produced wind gusts estimated at 75 mph that knocked a 2.5 foot diameter Oak tree onto a house. A thunderstorm produced two inch hail and wind gusts that knocked down tree limbs greater than two inches in diameter. A low water crossing at S. Callaghan Rd. and Hwy 90 in San Antonio was closed due to water over the roadway. The Lytle Volunteer Fire Department reported several areas of high water including I-35 at FM3175. Thunderstorms produced heavy rain that led to flash flooding closing numerous low water crossings including FM1103 at Town Creek Way where there was two feet of water over the road."
USW00012921,20,input,2015-04-23 09:00:00,21.7,True,"The following events were reported: Flash Flood, Hail, Thunderstorm Wind. These occurred near station USW00012921, approximately 26.9108 km away, between 2015-04-24 06:18:00 and 2015-04-25 06:30:00. The events included records with hailstones measuring 16.385833333333334 inches.Thankfully, no injuries or fatalities were reported. The events caused property damage valued at 5000000.0 and crop damage of 0.0. Episode Narrative: An upper level short wave trough moved through the long wave trough over the southwestern states and interacted with a dryline to produce widespread thunderstorms. Some of these storms produced large hail, damaging wind gusts, and heavy rain that led to flash flooding. An upper level short wave trough moved through the long wave trough over the southwestern states and interacted with a dryline to produce widespread thunderstorms. Event Narrative: San Antonio Office of Emergency Management reported numerous trees damaged in the Trophy Ridge subdivision. Some minor roof damage also reported. USAA insurance company reported 1000 property and 1000 auto claims in Bexar County during this night due. Damage brought on by strong winds and hail. Monetary damage amounts are an estimate. A thunderstorm produced one inch hail near I-410 and Bandera Rd. in San Antonio. A thunderstorm produced one inch hail near I-10 and Fredericksburg Rd. Thunderstorms produced heavy rain that led to flash flooding. There were high water rescues in San Antonio at the following locations:|12000 block of Old O'Connor Rd.|Intersection of Mockingbird Ln. and N. Songbird Ln.|I-10W ramp at N. Brazos St.|Hwy281S at E Basse Rd.|Intersection of Stahl Rd. and Bell Dr. A thunderstorm produced wind gusts estimated at 75 mph that knocked down several trees. A thunderstorm produced wind gusts estimated at 75 mph that knocked a 2.5 foot diameter Oak tree onto a house. A thunderstorm produced two inch hail and wind gusts that knocked down tree limbs greater than two inches in diameter. A low water crossing at S. Callaghan Rd. and Hwy 90 in San Antonio was closed due to water over the roadway. The Lytle Volunteer Fire Department reported several areas of high water including I-35 at FM3175. Thunderstorms produced heavy rain that led to flash flooding closing numerous low water crossings including FM1103 at Town Creek Way where there was two feet of water over the road."
USW00012921,20,input,2015-04-23 10:00:00,21.7,True,"The following events were reported: Flash Flood, Hail, Thunderstorm Wind. These occurred near station USW00012921, approximately 26.9108 km away, between 2015-04-24 06:18:00 and 2015-04-25 06:30:00. The events included records with hailstones measuring 16.385833333333334 inches.Thankfully, no injuries or fatalities were reported. The events caused property damage valued at 5000000.0 and crop damage of 0.0. Episode Narrative: An upper level short wave trough moved through the long wave trough over the southwestern states and interacted with a dryline to produce widespread thunderstorms. Some of these storms produced large hail, damaging wind gusts, and heavy rain that led to flash flooding. An upper level short wave trough moved through the long wave trough over the southwestern states and interacted with a dryline to produce widespread thunderstorms. Event Narrative: San Antonio Office of Emergency Management reported numerous trees damaged in the Trophy Ridge subdivision. Some minor roof damage also reported. USAA insurance company reported 1000 property and 1000 auto claims in Bexar County during this night due. Damage brought on by strong winds and hail. Monetary damage amounts are an estimate. A thunderstorm produced one inch hail near I-410 and Bandera Rd. in San Antonio. A thunderstorm produced one inch hail near I-10 and Fredericksburg Rd. Thunderstorms produced heavy rain that led to flash flooding. There were high water rescues in San Antonio at the following locations:|12000 block of Old O'Connor Rd.|Intersection of Mockingbird Ln. and N. Songbird Ln.|I-10W ramp at N. Brazos St.|Hwy281S at E Basse Rd.|Intersection of Stahl Rd. and Bell Dr. A thunderstorm produced wind gusts estimated at 75 mph that knocked down several trees. A thunderstorm produced wind gusts estimated at 75 mph that knocked a 2.5 foot diameter Oak tree onto a house. A thunderstorm produced two inch hail and wind gusts that knocked down tree limbs greater than two inches in diameter. A low water crossing at S. Callaghan Rd. and Hwy 90 in San Antonio was closed due to water over the roadway. The Lytle Volunteer Fire Department reported several areas of high water including I-35 at FM3175. Thunderstorms produced heavy rain that led to flash flooding closing numerous low water crossings including FM1103 at Town Creek Way where there was two feet of water over the road."
USW00012921,20,input,2015-04-23 11:00:00,21.7,True,"The following events were reported: Flash Flood, Hail, Thunderstorm Wind. These occurred near station USW00012921, approximately 26.9108 km away, between 2015-04-24 06:18:00 and 2015-04-25 06:30:00. The events included records with hailstones measuring 16.385833333333334 inches.Thankfully, no injuries or fatalities were reported. The events caused property damage valued at 5000000.0 and crop damage of 0.0. Episode Narrative: An upper level short wave trough moved through the long wave trough over the southwestern states and interacted with a dryline to produce widespread thunderstorms. Some of these storms produced large hail, damaging wind gusts, and heavy rain that led to flash flooding. An upper level short wave trough moved through the long wave trough over the southwestern states and interacted with a dryline to produce widespread thunderstorms. Event Narrative: San Antonio Office of Emergency Management reported numerous trees damaged in the Trophy Ridge subdivision. Some minor roof damage also reported. USAA insurance company reported 1000 property and 1000 auto claims in Bexar County during this night due. Damage brought on by strong winds and hail. Monetary damage amounts are an estimate. A thunderstorm produced one inch hail near I-410 and Bandera Rd. in San Antonio. A thunderstorm produced one inch hail near I-10 and Fredericksburg Rd. Thunderstorms produced heavy rain that led to flash flooding. There were high water rescues in San Antonio at the following locations:|12000 block of Old O'Connor Rd.|Intersection of Mockingbird Ln. and N. Songbird Ln.|I-10W ramp at N. Brazos St.|Hwy281S at E Basse Rd.|Intersection of Stahl Rd. and Bell Dr. A thunderstorm produced wind gusts estimated at 75 mph that knocked down several trees. A thunderstorm produced wind gusts estimated at 75 mph that knocked a 2.5 foot diameter Oak tree onto a house. A thunderstorm produced two inch hail and wind gusts that knocked down tree limbs greater than two inches in diameter. A low water crossing at S. Callaghan Rd. and Hwy 90 in San Antonio was closed due to water over the roadway. The Lytle Volunteer Fire Department reported several areas of high water including I-35 at FM3175. Thunderstorms produced heavy rain that led to flash flooding closing numerous low water crossings including FM1103 at Town Creek Way where there was two feet of water over the road."
USW00012921,20,input,2015-04-23 12:00:00,21.7,True,"The following events were reported: Flash Flood, Hail, Thunderstorm Wind. These occurred near station USW00012921, approximately 26.9108 km away, between 2015-04-24 06:18:00 and 2015-04-25 06:30:00. The events included records with hailstones measuring 16.385833333333334 inches.Thankfully, no injuries or fatalities were reported. The events caused property damage valued at 5000000.0 and crop damage of 0.0. Episode Narrative: An upper level short wave trough moved through the long wave trough over the southwestern states and interacted with a dryline to produce widespread thunderstorms. Some of these storms produced large hail, damaging wind gusts, and heavy rain that led to flash flooding. An upper level short wave trough moved through the long wave trough over the southwestern states and interacted with a dryline to produce widespread thunderstorms. Event Narrative: San Antonio Office of Emergency Management reported numerous trees damaged in the Trophy Ridge subdivision. Some minor roof damage also reported. USAA insurance company reported 1000 property and 1000 auto claims in Bexar County during this night due. Damage brought on by strong winds and hail. Monetary damage amounts are an estimate. A thunderstorm produced one inch hail near I-410 and Bandera Rd. in San Antonio. A thunderstorm produced one inch hail near I-10 and Fredericksburg Rd. Thunderstorms produced heavy rain that led to flash flooding. There were high water rescues in San Antonio at the following locations:|12000 block of Old O'Connor Rd.|Intersection of Mockingbird Ln. and N. Songbird Ln.|I-10W ramp at N. Brazos St.|Hwy281S at E Basse Rd.|Intersection of Stahl Rd. and Bell Dr. A thunderstorm produced wind gusts estimated at 75 mph that knocked down several trees. A thunderstorm produced wind gusts estimated at 75 mph that knocked a 2.5 foot diameter Oak tree onto a house. A thunderstorm produced two inch hail and wind gusts that knocked down tree limbs greater than two inches in diameter. A low water crossing at S. Callaghan Rd. and Hwy 90 in San Antonio was closed due to water over the roadway. The Lytle Volunteer Fire Department reported several areas of high water including I-35 at FM3175. Thunderstorms produced heavy rain that led to flash flooding closing numerous low water crossings including FM1103 at Town Creek Way where there was two feet of water over the road."
USW00012921,20,input,2015-04-23 13:00:00,22.233333333333334,True,"The following events were reported: Flash Flood, Hail, Thunderstorm Wind. These occurred near station USW00012921, approximately 26.9108 km away, between 2015-04-24 06:18:00 and 2015-04-25 06:30:00. The events included records with hailstones measuring 16.385833333333334 inches.Thankfully, no injuries or fatalities were reported. The events caused property damage valued at 5000000.0 and crop damage of 0.0. Episode Narrative: An upper level short wave trough moved through the long wave trough over the southwestern states and interacted with a dryline to produce widespread thunderstorms. Some of these storms produced large hail, damaging wind gusts, and heavy rain that led to flash flooding. An upper level short wave trough moved through the long wave trough over the southwestern states and interacted with a dryline to produce widespread thunderstorms. Event Narrative: San Antonio Office of Emergency Management reported numerous trees damaged in the Trophy Ridge subdivision. Some minor roof damage also reported. USAA insurance company reported 1000 property and 1000 auto claims in Bexar County during this night due. Damage brought on by strong winds and hail. Monetary damage amounts are an estimate. A thunderstorm produced one inch hail near I-410 and Bandera Rd. in San Antonio. A thunderstorm produced one inch hail near I-10 and Fredericksburg Rd. Thunderstorms produced heavy rain that led to flash flooding. There were high water rescues in San Antonio at the following locations:|12000 block of Old O'Connor Rd.|Intersection of Mockingbird Ln. and N. Songbird Ln.|I-10W ramp at N. Brazos St.|Hwy281S at E Basse Rd.|Intersection of Stahl Rd. and Bell Dr. A thunderstorm produced wind gusts estimated at 75 mph that knocked down several trees. A thunderstorm produced wind gusts estimated at 75 mph that knocked a 2.5 foot diameter Oak tree onto a house. A thunderstorm produced two inch hail and wind gusts that knocked down tree limbs greater than two inches in diameter. A low water crossing at S. Callaghan Rd. and Hwy 90 in San Antonio was closed due to water over the roadway. The Lytle Volunteer Fire Department reported several areas of high water including I-35 at FM3175. Thunderstorms produced heavy rain that led to flash flooding closing numerous low water crossings including FM1103 at Town Creek Way where there was two feet of water over the road."
USW00012921,20,input,2015-04-23 14:00:00,22.766666666666666,True,"The following events were reported: Flash Flood, Hail, Thunderstorm Wind. These occurred near station USW00012921, approximately 26.9108 km away, between 2015-04-24 06:18:00 and 2015-04-25 06:30:00. The events included records with hailstones measuring 16.385833333333334 inches.Thankfully, no injuries or fatalities were reported. The events caused property damage valued at 5000000.0 and crop damage of 0.0. Episode Narrative: An upper level short wave trough moved through the long wave trough over the southwestern states and interacted with a dryline to produce widespread thunderstorms. Some of these storms produced large hail, damaging wind gusts, and heavy rain that led to flash flooding. An upper level short wave trough moved through the long wave trough over the southwestern states and interacted with a dryline to produce widespread thunderstorms. Event Narrative: San Antonio Office of Emergency Management reported numerous trees damaged in the Trophy Ridge subdivision. Some minor roof damage also reported. USAA insurance company reported 1000 property and 1000 auto claims in Bexar County during this night due. Damage brought on by strong winds and hail. Monetary damage amounts are an estimate. A thunderstorm produced one inch hail near I-410 and Bandera Rd. in San Antonio. A thunderstorm produced one inch hail near I-10 and Fredericksburg Rd. Thunderstorms produced heavy rain that led to flash flooding. There were high water rescues in San Antonio at the following locations:|12000 block of Old O'Connor Rd.|Intersection of Mockingbird Ln. and N. Songbird Ln.|I-10W ramp at N. Brazos St.|Hwy281S at E Basse Rd.|Intersection of Stahl Rd. and Bell Dr. A thunderstorm produced wind gusts estimated at 75 mph that knocked down several trees. A thunderstorm produced wind gusts estimated at 75 mph that knocked a 2.5 foot diameter Oak tree onto a house. A thunderstorm produced two inch hail and wind gusts that knocked down tree limbs greater than two inches in diameter. A low water crossing at S. Callaghan Rd. and Hwy 90 in San Antonio was closed due to water over the roadway. The Lytle Volunteer Fire Department reported several areas of high water including I-35 at FM3175. Thunderstorms produced heavy rain that led to flash flooding closing numerous low water crossings including FM1103 at Town Creek Way where there was two feet of water over the road."
USW00012921,20,input,2015-04-23 15:00:00,23.3,True,"The following events were reported: Flash Flood, Hail, Thunderstorm Wind. These occurred near station USW00012921, approximately 26.9108 km away, between 2015-04-24 06:18:00 and 2015-04-25 06:30:00. The events included records with hailstones measuring 16.385833333333334 inches.Thankfully, no injuries or fatalities were reported. The events caused property damage valued at 5000000.0 and crop damage of 0.0. Episode Narrative: An upper level short wave trough moved through the long wave trough over the southwestern states and interacted with a dryline to produce widespread thunderstorms. Some of these storms produced large hail, damaging wind gusts, and heavy rain that led to flash flooding. An upper level short wave trough moved through the long wave trough over the southwestern states and interacted with a dryline to produce widespread thunderstorms. Event Narrative: San Antonio Office of Emergency Management reported numerous trees damaged in the Trophy Ridge subdivision. Some minor roof damage also reported. USAA insurance company reported 1000 property and 1000 auto claims in Bexar County during this night due. Damage brought on by strong winds and hail. Monetary damage amounts are an estimate. A thunderstorm produced one inch hail near I-410 and Bandera Rd. in San Antonio. A thunderstorm produced one inch hail near I-10 and Fredericksburg Rd. Thunderstorms produced heavy rain that led to flash flooding. There were high water rescues in San Antonio at the following locations:|12000 block of Old O'Connor Rd.|Intersection of Mockingbird Ln. and N. Songbird Ln.|I-10W ramp at N. Brazos St.|Hwy281S at E Basse Rd.|Intersection of Stahl Rd. and Bell Dr. A thunderstorm produced wind gusts estimated at 75 mph that knocked down several trees. A thunderstorm produced wind gusts estimated at 75 mph that knocked a 2.5 foot diameter Oak tree onto a house. A thunderstorm produced two inch hail and wind gusts that knocked down tree limbs greater than two inches in diameter. A low water crossing at S. Callaghan Rd. and Hwy 90 in San Antonio was closed due to water over the roadway. The Lytle Volunteer Fire Department reported several areas of high water including I-35 at FM3175. Thunderstorms produced heavy rain that led to flash flooding closing numerous low water crossings including FM1103 at Town Creek Way where there was two feet of water over the road."
USW00012921,20,input,2015-04-23 16:00:00,24.066666666666666,True,"The following events were reported: Flash Flood, Hail, Thunderstorm Wind. These occurred near station USW00012921, approximately 26.9108 km away, between 2015-04-24 06:18:00 and 2015-04-25 06:30:00. The events included records with hailstones measuring 16.385833333333334 inches.Thankfully, no injuries or fatalities were reported. The events caused property damage valued at 5000000.0 and crop damage of 0.0. Episode Narrative: An upper level short wave trough moved through the long wave trough over the southwestern states and interacted with a dryline to produce widespread thunderstorms. Some of these storms produced large hail, damaging wind gusts, and heavy rain that led to flash flooding. An upper level short wave trough moved through the long wave trough over the southwestern states and interacted with a dryline to produce widespread thunderstorms. Event Narrative: San Antonio Office of Emergency Management reported numerous trees damaged in the Trophy Ridge subdivision. Some minor roof damage also reported. USAA insurance company reported 1000 property and 1000 auto claims in Bexar County during this night due. Damage brought on by strong winds and hail. Monetary damage amounts are an estimate. A thunderstorm produced one inch hail near I-410 and Bandera Rd. in San Antonio. A thunderstorm produced one inch hail near I-10 and Fredericksburg Rd. Thunderstorms produced heavy rain that led to flash flooding. There were high water rescues in San Antonio at the following locations:|12000 block of Old O'Connor Rd.|Intersection of Mockingbird Ln. and N. Songbird Ln.|I-10W ramp at N. Brazos St.|Hwy281S at E Basse Rd.|Intersection of Stahl Rd. and Bell Dr. A thunderstorm produced wind gusts estimated at 75 mph that knocked down several trees. A thunderstorm produced wind gusts estimated at 75 mph that knocked a 2.5 foot diameter Oak tree onto a house. A thunderstorm produced two inch hail and wind gusts that knocked down tree limbs greater than two inches in diameter. A low water crossing at S. Callaghan Rd. and Hwy 90 in San Antonio was closed due to water over the roadway. The Lytle Volunteer Fire Department reported several areas of high water including I-35 at FM3175. Thunderstorms produced heavy rain that led to flash flooding closing numerous low water crossings including FM1103 at Town Creek Way where there was two feet of water over the road."
USW00012921,20,input,2015-04-23 17:00:00,24.833333333333336,True,"The following events were reported: Flash Flood, Hail, Thunderstorm Wind. These occurred near station USW00012921, approximately 26.9108 km away, between 2015-04-24 06:18:00 and 2015-04-25 06:30:00. The events included records with hailstones measuring 16.385833333333334 inches.Thankfully, no injuries or fatalities were reported. The events caused property damage valued at 5000000.0 and crop damage of 0.0. Episode Narrative: An upper level short wave trough moved through the long wave trough over the southwestern states and interacted with a dryline to produce widespread thunderstorms. Some of these storms produced large hail, damaging wind gusts, and heavy rain that led to flash flooding. An upper level short wave trough moved through the long wave trough over the southwestern states and interacted with a dryline to produce widespread thunderstorms. Event Narrative: San Antonio Office of Emergency Management reported numerous trees damaged in the Trophy Ridge subdivision. Some minor roof damage also reported. USAA insurance company reported 1000 property and 1000 auto claims in Bexar County during this night due. Damage brought on by strong winds and hail. Monetary damage amounts are an estimate. A thunderstorm produced one inch hail near I-410 and Bandera Rd. in San Antonio. A thunderstorm produced one inch hail near I-10 and Fredericksburg Rd. Thunderstorms produced heavy rain that led to flash flooding. There were high water rescues in San Antonio at the following locations:|12000 block of Old O'Connor Rd.|Intersection of Mockingbird Ln. and N. Songbird Ln.|I-10W ramp at N. Brazos St.|Hwy281S at E Basse Rd.|Intersection of Stahl Rd. and Bell Dr. A thunderstorm produced wind gusts estimated at 75 mph that knocked down several trees. A thunderstorm produced wind gusts estimated at 75 mph that knocked a 2.5 foot diameter Oak tree onto a house. A thunderstorm produced two inch hail and wind gusts that knocked down tree limbs greater than two inches in diameter. A low water crossing at S. Callaghan Rd. and Hwy 90 in San Antonio was closed due to water over the roadway. The Lytle Volunteer Fire Department reported several areas of high water including I-35 at FM3175. Thunderstorms produced heavy rain that led to flash flooding closing numerous low water crossings including FM1103 at Town Creek Way where there was two feet of water over the road."
USW00012921,20,input,2015-04-23 18:00:00,25.6,True,"The following events were reported: Flash Flood, Hail, Thunderstorm Wind. These occurred near station USW00012921, approximately 26.9108 km away, between 2015-04-24 06:18:00 and 2015-04-25 06:30:00. The events included records with hailstones measuring 16.385833333333334 inches.Thankfully, no injuries or fatalities were reported. The events caused property damage valued at 5000000.0 and crop damage of 0.0. Episode Narrative: An upper level short wave trough moved through the long wave trough over the southwestern states and interacted with a dryline to produce widespread thunderstorms. Some of these storms produced large hail, damaging wind gusts, and heavy rain that led to flash flooding. An upper level short wave trough moved through the long wave trough over the southwestern states and interacted with a dryline to produce widespread thunderstorms. Event Narrative: San Antonio Office of Emergency Management reported numerous trees damaged in the Trophy Ridge subdivision. Some minor roof damage also reported. USAA insurance company reported 1000 property and 1000 auto claims in Bexar County during this night due. Damage brought on by strong winds and hail. Monetary damage amounts are an estimate. A thunderstorm produced one inch hail near I-410 and Bandera Rd. in San Antonio. A thunderstorm produced one inch hail near I-10 and Fredericksburg Rd. Thunderstorms produced heavy rain that led to flash flooding. There were high water rescues in San Antonio at the following locations:|12000 block of Old O'Connor Rd.|Intersection of Mockingbird Ln. and N. Songbird Ln.|I-10W ramp at N. Brazos St.|Hwy281S at E Basse Rd.|Intersection of Stahl Rd. and Bell Dr. A thunderstorm produced wind gusts estimated at 75 mph that knocked down several trees. A thunderstorm produced wind gusts estimated at 75 mph that knocked a 2.5 foot diameter Oak tree onto a house. A thunderstorm produced two inch hail and wind gusts that knocked down tree limbs greater than two inches in diameter. A low water crossing at S. Callaghan Rd. and Hwy 90 in San Antonio was closed due to water over the roadway. The Lytle Volunteer Fire Department reported several areas of high water including I-35 at FM3175. Thunderstorms produced heavy rain that led to flash flooding closing numerous low water crossings including FM1103 at Town Creek Way where there was two feet of water over the road."
USW00012921,20,input,2015-04-23 19:00:00,26.5,True,"The following events were reported: Flash Flood, Hail, Thunderstorm Wind. These occurred near station USW00012921, approximately 26.9108 km away, between 2015-04-24 06:18:00 and 2015-04-25 06:30:00. The events included records with hailstones measuring 16.385833333333334 inches.Thankfully, no injuries or fatalities were reported. The events caused property damage valued at 5000000.0 and crop damage of 0.0. Episode Narrative: An upper level short wave trough moved through the long wave trough over the southwestern states and interacted with a dryline to produce widespread thunderstorms. Some of these storms produced large hail, damaging wind gusts, and heavy rain that led to flash flooding. An upper level short wave trough moved through the long wave trough over the southwestern states and interacted with a dryline to produce widespread thunderstorms. Event Narrative: San Antonio Office of Emergency Management reported numerous trees damaged in the Trophy Ridge subdivision. Some minor roof damage also reported. USAA insurance company reported 1000 property and 1000 auto claims in Bexar County during this night due. Damage brought on by strong winds and hail. Monetary damage amounts are an estimate. A thunderstorm produced one inch hail near I-410 and Bandera Rd. in San Antonio. A thunderstorm produced one inch hail near I-10 and Fredericksburg Rd. Thunderstorms produced heavy rain that led to flash flooding. There were high water rescues in San Antonio at the following locations:|12000 block of Old O'Connor Rd.|Intersection of Mockingbird Ln. and N. Songbird Ln.|I-10W ramp at N. Brazos St.|Hwy281S at E Basse Rd.|Intersection of Stahl Rd. and Bell Dr. A thunderstorm produced wind gusts estimated at 75 mph that knocked down several trees. A thunderstorm produced wind gusts estimated at 75 mph that knocked a 2.5 foot diameter Oak tree onto a house. A thunderstorm produced two inch hail and wind gusts that knocked down tree limbs greater than two inches in diameter. A low water crossing at S. Callaghan Rd. and Hwy 90 in San Antonio was closed due to water over the roadway. The Lytle Volunteer Fire Department reported several areas of high water including I-35 at FM3175. Thunderstorms produced heavy rain that led to flash flooding closing numerous low water crossings including FM1103 at Town Creek Way where there was two feet of water over the road."
USW00012921,20,input,2015-04-23 20:00:00,27.400000000000002,True,"The following events were reported: Flash Flood, Hail, Thunderstorm Wind. These occurred near station USW00012921, approximately 26.9108 km away, between 2015-04-24 06:18:00 and 2015-04-25 06:30:00. The events included records with hailstones measuring 16.385833333333334 inches.Thankfully, no injuries or fatalities were reported. The events caused property damage valued at 5000000.0 and crop damage of 0.0. Episode Narrative: An upper level short wave trough moved through the long wave trough over the southwestern states and interacted with a dryline to produce widespread thunderstorms. Some of these storms produced large hail, damaging wind gusts, and heavy rain that led to flash flooding. An upper level short wave trough moved through the long wave trough over the southwestern states and interacted with a dryline to produce widespread thunderstorms. Event Narrative: San Antonio Office of Emergency Management reported numerous trees damaged in the Trophy Ridge subdivision. Some minor roof damage also reported. USAA insurance company reported 1000 property and 1000 auto claims in Bexar County during this night due. Damage brought on by strong winds and hail. Monetary damage amounts are an estimate. A thunderstorm produced one inch hail near I-410 and Bandera Rd. in San Antonio. A thunderstorm produced one inch hail near I-10 and Fredericksburg Rd. Thunderstorms produced heavy rain that led to flash flooding. There were high water rescues in San Antonio at the following locations:|12000 block of Old O'Connor Rd.|Intersection of Mockingbird Ln. and N. Songbird Ln.|I-10W ramp at N. Brazos St.|Hwy281S at E Basse Rd.|Intersection of Stahl Rd. and Bell Dr. A thunderstorm produced wind gusts estimated at 75 mph that knocked down several trees. A thunderstorm produced wind gusts estimated at 75 mph that knocked a 2.5 foot diameter Oak tree onto a house. A thunderstorm produced two inch hail and wind gusts that knocked down tree limbs greater than two inches in diameter. A low water crossing at S. Callaghan Rd. and Hwy 90 in San Antonio was closed due to water over the roadway. The Lytle Volunteer Fire Department reported several areas of high water including I-35 at FM3175. Thunderstorms produced heavy rain that led to flash flooding closing numerous low water crossings including FM1103 at Town Creek Way where there was two feet of water over the road."
