station,sample,split,timestamp,value,hasrain,text
USW00012815,16,input,2022-11-07 21:00:00,26.1,False,"The following events were reported: Flood. These occurred near station USW00012815, approximately 44.0558 km away, between 2022-11-08 12:00:00 and 2022-11-10 20:00:00. The flood was caused by Heavy Rain / Tropical System. Thankfully, no injuries or fatalities were reported. No significant property or crop damage was reported. Episode Narrative: Hurricane Nicole made landfall near Vero Beach, Florida as a Category 1 Hurricane on Thursday, November 10, 2023 with estimated maximum sustained winds of 75 mph. The system was originally classified as a subtropical storm after forming several hundred miles east of the Bahamas before it gained tropical characteristics as it approached Grand Bahama and Abaco Island. The interplay between Nicole and an expansive area of high pressure over the eastern United States produced a large wind field of tropical storm force over the western Atlantic, with a long northeast fetch that stretched over 1000 miles. These onshore winds generated very large seas in excess of 30 feet offshore, which over multiple unusually high tide cycles, led to moderate to severe beach erosion across east central Florida. Damage to coastal structures was extensive, particularly across Volusia County where an already weakened shoreline due to Hurricane Ian succumbed to the long-duration high surf event. Two indirect storm-related fatalities were reported in Orange County. Event Narrative: Rainfall totals of 4-7 inches, which fell between 0700EST on the 8th and 1500EST on the 10th, led to generally minor street flooding across portions of the county. The St. Johns River at Sanford, which was already in minor flood stage due to remnant effects from Ian, experienced water level rises to moderate flood stage on Thu. Nov. 10. Above Lake Harney at Geneva, the river, which was already in minor flood stage, experienced slow rises into moderate flood stage in the days after. A small number of structures experienced at least some damage according to reports; however, official estimates were unavailable at the time of this writing."
USW00012815,16,input,2022-11-07 22:00:00,25.166666666666668,False,"The following events were reported: Flood. These occurred near station USW00012815, approximately 44.0558 km away, between 2022-11-08 12:00:00 and 2022-11-10 20:00:00. The flood was caused by Heavy Rain / Tropical System. Thankfully, no injuries or fatalities were reported. No significant property or crop damage was reported. Episode Narrative: Hurricane Nicole made landfall near Vero Beach, Florida as a Category 1 Hurricane on Thursday, November 10, 2023 with estimated maximum sustained winds of 75 mph. The system was originally classified as a subtropical storm after forming several hundred miles east of the Bahamas before it gained tropical characteristics as it approached Grand Bahama and Abaco Island. The interplay between Nicole and an expansive area of high pressure over the eastern United States produced a large wind field of tropical storm force over the western Atlantic, with a long northeast fetch that stretched over 1000 miles. These onshore winds generated very large seas in excess of 30 feet offshore, which over multiple unusually high tide cycles, led to moderate to severe beach erosion across east central Florida. Damage to coastal structures was extensive, particularly across Volusia County where an already weakened shoreline due to Hurricane Ian succumbed to the long-duration high surf event. Two indirect storm-related fatalities were reported in Orange County. Event Narrative: Rainfall totals of 4-7 inches, which fell between 0700EST on the 8th and 1500EST on the 10th, led to generally minor street flooding across portions of the county. The St. Johns River at Sanford, which was already in minor flood stage due to remnant effects from Ian, experienced water level rises to moderate flood stage on Thu. Nov. 10. Above Lake Harney at Geneva, the river, which was already in minor flood stage, experienced slow rises into moderate flood stage in the days after. A small number of structures experienced at least some damage according to reports; however, official estimates were unavailable at the time of this writing."
USW00012815,16,input,2022-11-07 23:00:00,24.233333333333334,False,"The following events were reported: Flood. These occurred near station USW00012815, approximately 44.0558 km away, between 2022-11-08 12:00:00 and 2022-11-10 20:00:00. The flood was caused by Heavy Rain / Tropical System. Thankfully, no injuries or fatalities were reported. No significant property or crop damage was reported. Episode Narrative: Hurricane Nicole made landfall near Vero Beach, Florida as a Category 1 Hurricane on Thursday, November 10, 2023 with estimated maximum sustained winds of 75 mph. The system was originally classified as a subtropical storm after forming several hundred miles east of the Bahamas before it gained tropical characteristics as it approached Grand Bahama and Abaco Island. The interplay between Nicole and an expansive area of high pressure over the eastern United States produced a large wind field of tropical storm force over the western Atlantic, with a long northeast fetch that stretched over 1000 miles. These onshore winds generated very large seas in excess of 30 feet offshore, which over multiple unusually high tide cycles, led to moderate to severe beach erosion across east central Florida. Damage to coastal structures was extensive, particularly across Volusia County where an already weakened shoreline due to Hurricane Ian succumbed to the long-duration high surf event. Two indirect storm-related fatalities were reported in Orange County. Event Narrative: Rainfall totals of 4-7 inches, which fell between 0700EST on the 8th and 1500EST on the 10th, led to generally minor street flooding across portions of the county. The St. Johns River at Sanford, which was already in minor flood stage due to remnant effects from Ian, experienced water level rises to moderate flood stage on Thu. Nov. 10. Above Lake Harney at Geneva, the river, which was already in minor flood stage, experienced slow rises into moderate flood stage in the days after. A small number of structures experienced at least some damage according to reports; however, official estimates were unavailable at the time of this writing."
USW00012815,16,input,2022-11-08 00:00:00,23.3,False,"The following events were reported: Flood. These occurred near station USW00012815, approximately 44.0558 km away, between 2022-11-08 12:00:00 and 2022-11-10 20:00:00. The flood was caused by Heavy Rain / Tropical System. Thankfully, no injuries or fatalities were reported. No significant property or crop damage was reported. Episode Narrative: Hurricane Nicole made landfall near Vero Beach, Florida as a Category 1 Hurricane on Thursday, November 10, 2023 with estimated maximum sustained winds of 75 mph. The system was originally classified as a subtropical storm after forming several hundred miles east of the Bahamas before it gained tropical characteristics as it approached Grand Bahama and Abaco Island. The interplay between Nicole and an expansive area of high pressure over the eastern United States produced a large wind field of tropical storm force over the western Atlantic, with a long northeast fetch that stretched over 1000 miles. These onshore winds generated very large seas in excess of 30 feet offshore, which over multiple unusually high tide cycles, led to moderate to severe beach erosion across east central Florida. Damage to coastal structures was extensive, particularly across Volusia County where an already weakened shoreline due to Hurricane Ian succumbed to the long-duration high surf event. Two indirect storm-related fatalities were reported in Orange County. Event Narrative: Rainfall totals of 4-7 inches, which fell between 0700EST on the 8th and 1500EST on the 10th, led to generally minor street flooding across portions of the county. The St. Johns River at Sanford, which was already in minor flood stage due to remnant effects from Ian, experienced water level rises to moderate flood stage on Thu. Nov. 10. Above Lake Harney at Geneva, the river, which was already in minor flood stage, experienced slow rises into moderate flood stage in the days after. A small number of structures experienced at least some damage according to reports; however, official estimates were unavailable at the time of this writing."
USW00012815,16,input,2022-11-08 01:00:00,23.116666666666667,False,"The following events were reported: Flood. These occurred near station USW00012815, approximately 44.0558 km away, between 2022-11-08 12:00:00 and 2022-11-10 20:00:00. The flood was caused by Heavy Rain / Tropical System. Thankfully, no injuries or fatalities were reported. No significant property or crop damage was reported. Episode Narrative: Hurricane Nicole made landfall near Vero Beach, Florida as a Category 1 Hurricane on Thursday, November 10, 2023 with estimated maximum sustained winds of 75 mph. The system was originally classified as a subtropical storm after forming several hundred miles east of the Bahamas before it gained tropical characteristics as it approached Grand Bahama and Abaco Island. The interplay between Nicole and an expansive area of high pressure over the eastern United States produced a large wind field of tropical storm force over the western Atlantic, with a long northeast fetch that stretched over 1000 miles. These onshore winds generated very large seas in excess of 30 feet offshore, which over multiple unusually high tide cycles, led to moderate to severe beach erosion across east central Florida. Damage to coastal structures was extensive, particularly across Volusia County where an already weakened shoreline due to Hurricane Ian succumbed to the long-duration high surf event. Two indirect storm-related fatalities were reported in Orange County. Event Narrative: Rainfall totals of 4-7 inches, which fell between 0700EST on the 8th and 1500EST on the 10th, led to generally minor street flooding across portions of the county. The St. Johns River at Sanford, which was already in minor flood stage due to remnant effects from Ian, experienced water level rises to moderate flood stage on Thu. Nov. 10. Above Lake Harney at Geneva, the river, which was already in minor flood stage, experienced slow rises into moderate flood stage in the days after. A small number of structures experienced at least some damage according to reports; however, official estimates were unavailable at the time of this writing."
USW00012815,16,input,2022-11-08 02:00:00,22.933333333333334,False,"The following events were reported: Flood. These occurred near station USW00012815, approximately 44.0558 km away, between 2022-11-08 12:00:00 and 2022-11-10 20:00:00. The flood was caused by Heavy Rain / Tropical System. Thankfully, no injuries or fatalities were reported. No significant property or crop damage was reported. Episode Narrative: Hurricane Nicole made landfall near Vero Beach, Florida as a Category 1 Hurricane on Thursday, November 10, 2023 with estimated maximum sustained winds of 75 mph. The system was originally classified as a subtropical storm after forming several hundred miles east of the Bahamas before it gained tropical characteristics as it approached Grand Bahama and Abaco Island. The interplay between Nicole and an expansive area of high pressure over the eastern United States produced a large wind field of tropical storm force over the western Atlantic, with a long northeast fetch that stretched over 1000 miles. These onshore winds generated very large seas in excess of 30 feet offshore, which over multiple unusually high tide cycles, led to moderate to severe beach erosion across east central Florida. Damage to coastal structures was extensive, particularly across Volusia County where an already weakened shoreline due to Hurricane Ian succumbed to the long-duration high surf event. Two indirect storm-related fatalities were reported in Orange County. Event Narrative: Rainfall totals of 4-7 inches, which fell between 0700EST on the 8th and 1500EST on the 10th, led to generally minor street flooding across portions of the county. The St. Johns River at Sanford, which was already in minor flood stage due to remnant effects from Ian, experienced water level rises to moderate flood stage on Thu. Nov. 10. Above Lake Harney at Geneva, the river, which was already in minor flood stage, experienced slow rises into moderate flood stage in the days after. A small number of structures experienced at least some damage according to reports; however, official estimates were unavailable at the time of this writing."
USW00012815,16,input,2022-11-08 03:00:00,22.75,False,"The following events were reported: Flood. These occurred near station USW00012815, approximately 44.0558 km away, between 2022-11-08 12:00:00 and 2022-11-10 20:00:00. The flood was caused by Heavy Rain / Tropical System. Thankfully, no injuries or fatalities were reported. No significant property or crop damage was reported. Episode Narrative: Hurricane Nicole made landfall near Vero Beach, Florida as a Category 1 Hurricane on Thursday, November 10, 2023 with estimated maximum sustained winds of 75 mph. The system was originally classified as a subtropical storm after forming several hundred miles east of the Bahamas before it gained tropical characteristics as it approached Grand Bahama and Abaco Island. The interplay between Nicole and an expansive area of high pressure over the eastern United States produced a large wind field of tropical storm force over the western Atlantic, with a long northeast fetch that stretched over 1000 miles. These onshore winds generated very large seas in excess of 30 feet offshore, which over multiple unusually high tide cycles, led to moderate to severe beach erosion across east central Florida. Damage to coastal structures was extensive, particularly across Volusia County where an already weakened shoreline due to Hurricane Ian succumbed to the long-duration high surf event. Two indirect storm-related fatalities were reported in Orange County. Event Narrative: Rainfall totals of 4-7 inches, which fell between 0700EST on the 8th and 1500EST on the 10th, led to generally minor street flooding across portions of the county. The St. Johns River at Sanford, which was already in minor flood stage due to remnant effects from Ian, experienced water level rises to moderate flood stage on Thu. Nov. 10. Above Lake Harney at Geneva, the river, which was already in minor flood stage, experienced slow rises into moderate flood stage in the days after. A small number of structures experienced at least some damage according to reports; however, official estimates were unavailable at the time of this writing."
USW00012815,16,input,2022-11-08 04:00:00,22.566666666666666,False,"The following events were reported: Flood. These occurred near station USW00012815, approximately 44.0558 km away, between 2022-11-08 12:00:00 and 2022-11-10 20:00:00. The flood was caused by Heavy Rain / Tropical System. Thankfully, no injuries or fatalities were reported. No significant property or crop damage was reported. Episode Narrative: Hurricane Nicole made landfall near Vero Beach, Florida as a Category 1 Hurricane on Thursday, November 10, 2023 with estimated maximum sustained winds of 75 mph. The system was originally classified as a subtropical storm after forming several hundred miles east of the Bahamas before it gained tropical characteristics as it approached Grand Bahama and Abaco Island. The interplay between Nicole and an expansive area of high pressure over the eastern United States produced a large wind field of tropical storm force over the western Atlantic, with a long northeast fetch that stretched over 1000 miles. These onshore winds generated very large seas in excess of 30 feet offshore, which over multiple unusually high tide cycles, led to moderate to severe beach erosion across east central Florida. Damage to coastal structures was extensive, particularly across Volusia County where an already weakened shoreline due to Hurricane Ian succumbed to the long-duration high surf event. Two indirect storm-related fatalities were reported in Orange County. Event Narrative: Rainfall totals of 4-7 inches, which fell between 0700EST on the 8th and 1500EST on the 10th, led to generally minor street flooding across portions of the county. The St. Johns River at Sanford, which was already in minor flood stage due to remnant effects from Ian, experienced water level rises to moderate flood stage on Thu. Nov. 10. Above Lake Harney at Geneva, the river, which was already in minor flood stage, experienced slow rises into moderate flood stage in the days after. A small number of structures experienced at least some damage according to reports; however, official estimates were unavailable at the time of this writing."
USW00012815,16,input,2022-11-08 05:00:00,22.383333333333333,False,"The following events were reported: Flood. These occurred near station USW00012815, approximately 44.0558 km away, between 2022-11-08 12:00:00 and 2022-11-10 20:00:00. The flood was caused by Heavy Rain / Tropical System. Thankfully, no injuries or fatalities were reported. No significant property or crop damage was reported. Episode Narrative: Hurricane Nicole made landfall near Vero Beach, Florida as a Category 1 Hurricane on Thursday, November 10, 2023 with estimated maximum sustained winds of 75 mph. The system was originally classified as a subtropical storm after forming several hundred miles east of the Bahamas before it gained tropical characteristics as it approached Grand Bahama and Abaco Island. The interplay between Nicole and an expansive area of high pressure over the eastern United States produced a large wind field of tropical storm force over the western Atlantic, with a long northeast fetch that stretched over 1000 miles. These onshore winds generated very large seas in excess of 30 feet offshore, which over multiple unusually high tide cycles, led to moderate to severe beach erosion across east central Florida. Damage to coastal structures was extensive, particularly across Volusia County where an already weakened shoreline due to Hurricane Ian succumbed to the long-duration high surf event. Two indirect storm-related fatalities were reported in Orange County. Event Narrative: Rainfall totals of 4-7 inches, which fell between 0700EST on the 8th and 1500EST on the 10th, led to generally minor street flooding across portions of the county. The St. Johns River at Sanford, which was already in minor flood stage due to remnant effects from Ian, experienced water level rises to moderate flood stage on Thu. Nov. 10. Above Lake Harney at Geneva, the river, which was already in minor flood stage, experienced slow rises into moderate flood stage in the days after. A small number of structures experienced at least some damage according to reports; however, official estimates were unavailable at the time of this writing."
USW00012815,16,input,2022-11-08 06:00:00,22.2,False,"The following events were reported: Flood. These occurred near station USW00012815, approximately 44.0558 km away, between 2022-11-08 12:00:00 and 2022-11-10 20:00:00. The flood was caused by Heavy Rain / Tropical System. Thankfully, no injuries or fatalities were reported. No significant property or crop damage was reported. Episode Narrative: Hurricane Nicole made landfall near Vero Beach, Florida as a Category 1 Hurricane on Thursday, November 10, 2023 with estimated maximum sustained winds of 75 mph. The system was originally classified as a subtropical storm after forming several hundred miles east of the Bahamas before it gained tropical characteristics as it approached Grand Bahama and Abaco Island. The interplay between Nicole and an expansive area of high pressure over the eastern United States produced a large wind field of tropical storm force over the western Atlantic, with a long northeast fetch that stretched over 1000 miles. These onshore winds generated very large seas in excess of 30 feet offshore, which over multiple unusually high tide cycles, led to moderate to severe beach erosion across east central Florida. Damage to coastal structures was extensive, particularly across Volusia County where an already weakened shoreline due to Hurricane Ian succumbed to the long-duration high surf event. Two indirect storm-related fatalities were reported in Orange County. Event Narrative: Rainfall totals of 4-7 inches, which fell between 0700EST on the 8th and 1500EST on the 10th, led to generally minor street flooding across portions of the county. The St. Johns River at Sanford, which was already in minor flood stage due to remnant effects from Ian, experienced water level rises to moderate flood stage on Thu. Nov. 10. Above Lake Harney at Geneva, the river, which was already in minor flood stage, experienced slow rises into moderate flood stage in the days after. A small number of structures experienced at least some damage according to reports; however, official estimates were unavailable at the time of this writing."
USW00012815,16,input,2022-11-08 07:00:00,22.116666666666667,False,"The following events were reported: Flood. These occurred near station USW00012815, approximately 44.0558 km away, between 2022-11-08 12:00:00 and 2022-11-10 20:00:00. The flood was caused by Heavy Rain / Tropical System. Thankfully, no injuries or fatalities were reported. No significant property or crop damage was reported. Episode Narrative: Hurricane Nicole made landfall near Vero Beach, Florida as a Category 1 Hurricane on Thursday, November 10, 2023 with estimated maximum sustained winds of 75 mph. The system was originally classified as a subtropical storm after forming several hundred miles east of the Bahamas before it gained tropical characteristics as it approached Grand Bahama and Abaco Island. The interplay between Nicole and an expansive area of high pressure over the eastern United States produced a large wind field of tropical storm force over the western Atlantic, with a long northeast fetch that stretched over 1000 miles. These onshore winds generated very large seas in excess of 30 feet offshore, which over multiple unusually high tide cycles, led to moderate to severe beach erosion across east central Florida. Damage to coastal structures was extensive, particularly across Volusia County where an already weakened shoreline due to Hurricane Ian succumbed to the long-duration high surf event. Two indirect storm-related fatalities were reported in Orange County. Event Narrative: Rainfall totals of 4-7 inches, which fell between 0700EST on the 8th and 1500EST on the 10th, led to generally minor street flooding across portions of the county. The St. Johns River at Sanford, which was already in minor flood stage due to remnant effects from Ian, experienced water level rises to moderate flood stage on Thu. Nov. 10. Above Lake Harney at Geneva, the river, which was already in minor flood stage, experienced slow rises into moderate flood stage in the days after. A small number of structures experienced at least some damage according to reports; however, official estimates were unavailable at the time of this writing."
USW00012815,16,input,2022-11-08 08:00:00,22.03333333333333,False,"The following events were reported: Flood. These occurred near station USW00012815, approximately 44.0558 km away, between 2022-11-08 12:00:00 and 2022-11-10 20:00:00. The flood was caused by Heavy Rain / Tropical System. Thankfully, no injuries or fatalities were reported. No significant property or crop damage was reported. Episode Narrative: Hurricane Nicole made landfall near Vero Beach, Florida as a Category 1 Hurricane on Thursday, November 10, 2023 with estimated maximum sustained winds of 75 mph. The system was originally classified as a subtropical storm after forming several hundred miles east of the Bahamas before it gained tropical characteristics as it approached Grand Bahama and Abaco Island. The interplay between Nicole and an expansive area of high pressure over the eastern United States produced a large wind field of tropical storm force over the western Atlantic, with a long northeast fetch that stretched over 1000 miles. These onshore winds generated very large seas in excess of 30 feet offshore, which over multiple unusually high tide cycles, led to moderate to severe beach erosion across east central Florida. Damage to coastal structures was extensive, particularly across Volusia County where an already weakened shoreline due to Hurricane Ian succumbed to the long-duration high surf event. Two indirect storm-related fatalities were reported in Orange County. Event Narrative: Rainfall totals of 4-7 inches, which fell between 0700EST on the 8th and 1500EST on the 10th, led to generally minor street flooding across portions of the county. The St. Johns River at Sanford, which was already in minor flood stage due to remnant effects from Ian, experienced water level rises to moderate flood stage on Thu. Nov. 10. Above Lake Harney at Geneva, the river, which was already in minor flood stage, experienced slow rises into moderate flood stage in the days after. A small number of structures experienced at least some damage according to reports; however, official estimates were unavailable at the time of this writing."
USW00012815,16,input,2022-11-08 09:00:00,21.95,False,"The following events were reported: Flood. These occurred near station USW00012815, approximately 44.0558 km away, between 2022-11-08 12:00:00 and 2022-11-10 20:00:00. The flood was caused by Heavy Rain / Tropical System. Thankfully, no injuries or fatalities were reported. No significant property or crop damage was reported. Episode Narrative: Hurricane Nicole made landfall near Vero Beach, Florida as a Category 1 Hurricane on Thursday, November 10, 2023 with estimated maximum sustained winds of 75 mph. The system was originally classified as a subtropical storm after forming several hundred miles east of the Bahamas before it gained tropical characteristics as it approached Grand Bahama and Abaco Island. The interplay between Nicole and an expansive area of high pressure over the eastern United States produced a large wind field of tropical storm force over the western Atlantic, with a long northeast fetch that stretched over 1000 miles. These onshore winds generated very large seas in excess of 30 feet offshore, which over multiple unusually high tide cycles, led to moderate to severe beach erosion across east central Florida. Damage to coastal structures was extensive, particularly across Volusia County where an already weakened shoreline due to Hurricane Ian succumbed to the long-duration high surf event. Two indirect storm-related fatalities were reported in Orange County. Event Narrative: Rainfall totals of 4-7 inches, which fell between 0700EST on the 8th and 1500EST on the 10th, led to generally minor street flooding across portions of the county. The St. Johns River at Sanford, which was already in minor flood stage due to remnant effects from Ian, experienced water level rises to moderate flood stage on Thu. Nov. 10. Above Lake Harney at Geneva, the river, which was already in minor flood stage, experienced slow rises into moderate flood stage in the days after. A small number of structures experienced at least some damage according to reports; however, official estimates were unavailable at the time of this writing."
USW00012815,16,input,2022-11-08 10:00:00,21.866666666666667,False,"The following events were reported: Flood. These occurred near station USW00012815, approximately 44.0558 km away, between 2022-11-08 12:00:00 and 2022-11-10 20:00:00. The flood was caused by Heavy Rain / Tropical System. Thankfully, no injuries or fatalities were reported. No significant property or crop damage was reported. Episode Narrative: Hurricane Nicole made landfall near Vero Beach, Florida as a Category 1 Hurricane on Thursday, November 10, 2023 with estimated maximum sustained winds of 75 mph. The system was originally classified as a subtropical storm after forming several hundred miles east of the Bahamas before it gained tropical characteristics as it approached Grand Bahama and Abaco Island. The interplay between Nicole and an expansive area of high pressure over the eastern United States produced a large wind field of tropical storm force over the western Atlantic, with a long northeast fetch that stretched over 1000 miles. These onshore winds generated very large seas in excess of 30 feet offshore, which over multiple unusually high tide cycles, led to moderate to severe beach erosion across east central Florida. Damage to coastal structures was extensive, particularly across Volusia County where an already weakened shoreline due to Hurricane Ian succumbed to the long-duration high surf event. Two indirect storm-related fatalities were reported in Orange County. Event Narrative: Rainfall totals of 4-7 inches, which fell between 0700EST on the 8th and 1500EST on the 10th, led to generally minor street flooding across portions of the county. The St. Johns River at Sanford, which was already in minor flood stage due to remnant effects from Ian, experienced water level rises to moderate flood stage on Thu. Nov. 10. Above Lake Harney at Geneva, the river, which was already in minor flood stage, experienced slow rises into moderate flood stage in the days after. A small number of structures experienced at least some damage according to reports; however, official estimates were unavailable at the time of this writing."
USW00012815,16,input,2022-11-08 11:00:00,21.78333333333333,False,"The following events were reported: Flood. These occurred near station USW00012815, approximately 44.0558 km away, between 2022-11-08 12:00:00 and 2022-11-10 20:00:00. The flood was caused by Heavy Rain / Tropical System. Thankfully, no injuries or fatalities were reported. No significant property or crop damage was reported. Episode Narrative: Hurricane Nicole made landfall near Vero Beach, Florida as a Category 1 Hurricane on Thursday, November 10, 2023 with estimated maximum sustained winds of 75 mph. The system was originally classified as a subtropical storm after forming several hundred miles east of the Bahamas before it gained tropical characteristics as it approached Grand Bahama and Abaco Island. The interplay between Nicole and an expansive area of high pressure over the eastern United States produced a large wind field of tropical storm force over the western Atlantic, with a long northeast fetch that stretched over 1000 miles. These onshore winds generated very large seas in excess of 30 feet offshore, which over multiple unusually high tide cycles, led to moderate to severe beach erosion across east central Florida. Damage to coastal structures was extensive, particularly across Volusia County where an already weakened shoreline due to Hurricane Ian succumbed to the long-duration high surf event. Two indirect storm-related fatalities were reported in Orange County. Event Narrative: Rainfall totals of 4-7 inches, which fell between 0700EST on the 8th and 1500EST on the 10th, led to generally minor street flooding across portions of the county. The St. Johns River at Sanford, which was already in minor flood stage due to remnant effects from Ian, experienced water level rises to moderate flood stage on Thu. Nov. 10. Above Lake Harney at Geneva, the river, which was already in minor flood stage, experienced slow rises into moderate flood stage in the days after. A small number of structures experienced at least some damage according to reports; however, official estimates were unavailable at the time of this writing."
USW00012815,16,input,2022-11-08 12:00:00,21.7,False,"The following events were reported: Flood. These occurred near station USW00012815, approximately 44.0558 km away, between 2022-11-08 12:00:00 and 2022-11-10 20:00:00. The flood was caused by Heavy Rain / Tropical System. Thankfully, no injuries or fatalities were reported. No significant property or crop damage was reported. Episode Narrative: Hurricane Nicole made landfall near Vero Beach, Florida as a Category 1 Hurricane on Thursday, November 10, 2023 with estimated maximum sustained winds of 75 mph. The system was originally classified as a subtropical storm after forming several hundred miles east of the Bahamas before it gained tropical characteristics as it approached Grand Bahama and Abaco Island. The interplay between Nicole and an expansive area of high pressure over the eastern United States produced a large wind field of tropical storm force over the western Atlantic, with a long northeast fetch that stretched over 1000 miles. These onshore winds generated very large seas in excess of 30 feet offshore, which over multiple unusually high tide cycles, led to moderate to severe beach erosion across east central Florida. Damage to coastal structures was extensive, particularly across Volusia County where an already weakened shoreline due to Hurricane Ian succumbed to the long-duration high surf event. Two indirect storm-related fatalities were reported in Orange County. Event Narrative: Rainfall totals of 4-7 inches, which fell between 0700EST on the 8th and 1500EST on the 10th, led to generally minor street flooding across portions of the county. The St. Johns River at Sanford, which was already in minor flood stage due to remnant effects from Ian, experienced water level rises to moderate flood stage on Thu. Nov. 10. Above Lake Harney at Geneva, the river, which was already in minor flood stage, experienced slow rises into moderate flood stage in the days after. A small number of structures experienced at least some damage according to reports; however, official estimates were unavailable at the time of this writing."
USW00012815,16,input,2022-11-08 13:00:00,22.15,False,"The following events were reported: Flood. These occurred near station USW00012815, approximately 44.0558 km away, between 2022-11-08 12:00:00 and 2022-11-10 20:00:00. The flood was caused by Heavy Rain / Tropical System. Thankfully, no injuries or fatalities were reported. No significant property or crop damage was reported. Episode Narrative: Hurricane Nicole made landfall near Vero Beach, Florida as a Category 1 Hurricane on Thursday, November 10, 2023 with estimated maximum sustained winds of 75 mph. The system was originally classified as a subtropical storm after forming several hundred miles east of the Bahamas before it gained tropical characteristics as it approached Grand Bahama and Abaco Island. The interplay between Nicole and an expansive area of high pressure over the eastern United States produced a large wind field of tropical storm force over the western Atlantic, with a long northeast fetch that stretched over 1000 miles. These onshore winds generated very large seas in excess of 30 feet offshore, which over multiple unusually high tide cycles, led to moderate to severe beach erosion across east central Florida. Damage to coastal structures was extensive, particularly across Volusia County where an already weakened shoreline due to Hurricane Ian succumbed to the long-duration high surf event. Two indirect storm-related fatalities were reported in Orange County. Event Narrative: Rainfall totals of 4-7 inches, which fell between 0700EST on the 8th and 1500EST on the 10th, led to generally minor street flooding across portions of the county. The St. Johns River at Sanford, which was already in minor flood stage due to remnant effects from Ian, experienced water level rises to moderate flood stage on Thu. Nov. 10. Above Lake Harney at Geneva, the river, which was already in minor flood stage, experienced slow rises into moderate flood stage in the days after. A small number of structures experienced at least some damage according to reports; however, official estimates were unavailable at the time of this writing."
USW00012815,16,input,2022-11-08 14:00:00,22.599999999999998,False,"The following events were reported: Flood. These occurred near station USW00012815, approximately 44.0558 km away, between 2022-11-08 12:00:00 and 2022-11-10 20:00:00. The flood was caused by Heavy Rain / Tropical System. Thankfully, no injuries or fatalities were reported. No significant property or crop damage was reported. Episode Narrative: Hurricane Nicole made landfall near Vero Beach, Florida as a Category 1 Hurricane on Thursday, November 10, 2023 with estimated maximum sustained winds of 75 mph. The system was originally classified as a subtropical storm after forming several hundred miles east of the Bahamas before it gained tropical characteristics as it approached Grand Bahama and Abaco Island. The interplay between Nicole and an expansive area of high pressure over the eastern United States produced a large wind field of tropical storm force over the western Atlantic, with a long northeast fetch that stretched over 1000 miles. These onshore winds generated very large seas in excess of 30 feet offshore, which over multiple unusually high tide cycles, led to moderate to severe beach erosion across east central Florida. Damage to coastal structures was extensive, particularly across Volusia County where an already weakened shoreline due to Hurricane Ian succumbed to the long-duration high surf event. Two indirect storm-related fatalities were reported in Orange County. Event Narrative: Rainfall totals of 4-7 inches, which fell between 0700EST on the 8th and 1500EST on the 10th, led to generally minor street flooding across portions of the county. The St. Johns River at Sanford, which was already in minor flood stage due to remnant effects from Ian, experienced water level rises to moderate flood stage on Thu. Nov. 10. Above Lake Harney at Geneva, the river, which was already in minor flood stage, experienced slow rises into moderate flood stage in the days after. A small number of structures experienced at least some damage according to reports; however, official estimates were unavailable at the time of this writing."
USW00012815,16,input,2022-11-08 15:00:00,23.049999999999997,False,"The following events were reported: Flood. These occurred near station USW00012815, approximately 44.0558 km away, between 2022-11-08 12:00:00 and 2022-11-10 20:00:00. The flood was caused by Heavy Rain / Tropical System. Thankfully, no injuries or fatalities were reported. No significant property or crop damage was reported. Episode Narrative: Hurricane Nicole made landfall near Vero Beach, Florida as a Category 1 Hurricane on Thursday, November 10, 2023 with estimated maximum sustained winds of 75 mph. The system was originally classified as a subtropical storm after forming several hundred miles east of the Bahamas before it gained tropical characteristics as it approached Grand Bahama and Abaco Island. The interplay between Nicole and an expansive area of high pressure over the eastern United States produced a large wind field of tropical storm force over the western Atlantic, with a long northeast fetch that stretched over 1000 miles. These onshore winds generated very large seas in excess of 30 feet offshore, which over multiple unusually high tide cycles, led to moderate to severe beach erosion across east central Florida. Damage to coastal structures was extensive, particularly across Volusia County where an already weakened shoreline due to Hurricane Ian succumbed to the long-duration high surf event. Two indirect storm-related fatalities were reported in Orange County. Event Narrative: Rainfall totals of 4-7 inches, which fell between 0700EST on the 8th and 1500EST on the 10th, led to generally minor street flooding across portions of the county. The St. Johns River at Sanford, which was already in minor flood stage due to remnant effects from Ian, experienced water level rises to moderate flood stage on Thu. Nov. 10. Above Lake Harney at Geneva, the river, which was already in minor flood stage, experienced slow rises into moderate flood stage in the days after. A small number of structures experienced at least some damage according to reports; however, official estimates were unavailable at the time of this writing."
